title,link,description,title_nouns,desc_nouns,all_nouns
경주 여행 렌터카 문의,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=431915466&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주여행을 가려고 합니다 우선 숙소는 터미널 주요 관광지를 도보 510분 경주 여행 관광지 추천해드리겠습니다 말씀하신 터미널에서 주요 관광지는 경주 여행은 황리단길에서 시작한다고 보시면 됩니다 황리단길을 시작으로,"['경주', '여행', '렌터카', '문의']","['경주', '여행', '숙소', '터미널', '주요', '관광지', '도보', '분', '경주', '여행', '관광지', '추천', '말씀', '터미널', '주요', '관광지', '경주', '여행', '황리', '길', '시작', '황리', '길', '시작']","['경주', '여행', '렌터카', '문의', '경주', '여행', '숙소', '터미널', '주요', '관광지', '도보', '분', '경주', '여행', '관광지', '추천', '말씀', '터미널', '주요', '관광지', '경주', '여행', '황리', '길', '시작', '황리', '길', '시작']"
2박3일 경주여행 코스 추천이요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=226543245&qb=6rK97KO87Jes7ZaJ&enc=utf8,요번에는 색다른 주제로 경주 여행을 하고 싶어요 2박3일 경주여행코스 추천입니다  안녕하세요  2코스  경주 남산 정복하기 gt 경주 여행코스 중에서 많은 4코스  불국사와 석굴암 관람하기 gt 경주여행의 랜드마크죠,"['박', '일', '경주', '여행', '코스', '추천']","['요번', '주제', '경주', '여행', '박', '일', '경주', '여행', '코스', '추천', '코스', '경주', '남산', '정복', '경주', '여행', '코스', '중', '코스', '불국사', '석굴암', '관람', '경주', '여행', '랜드마크']","['박', '일', '경주', '여행', '코스', '추천', '요번', '주제', '경주', '여행', '박', '일', '경주', '여행', '코스', '추천', '코스', '경주', '남산', '정복', '경주', '여행', '코스', '중', '코스', '불국사', '석굴암', '관람', '경주', '여행', '랜드마크']"
경주 여행내공100,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=465245141&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주 여행 당일치기로 일찍아침에 거고 저녁 늦은시간에 갈려는데 꼭 가야되는곳이랑 반려건 동반입장이 되는지 궁금합니다 반려견 동반 경주 여행지 추천해드려요,"['경주', '여행', '내공']","['경주', '여행', '당일치기', '아침', '저녁', '시간', '데', '곳', '반려', '동반', '입장', '반려', '견', '동반', '경주', '여행지', '추천']","['경주', '여행', '내공', '경주', '여행', '당일치기', '아침', '저녁', '시간', '데', '곳', '반려', '동반', '입장', '반려', '견', '동반', '경주', '여행지', '추천']"
경주여행 렌트,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=407610181&qb=6rK97KO87Jes7ZaJ&enc=utf8,렌트해서 경주여행할려하는데 경주도 부산처럼 운전하는거 많이 빡센가여 부산에 살고 있다보니 종종 경주여행을 가는데 일단 차가 많이 몰리는 곳은 황리단길 첨성대 인근 대릉원인근 경주시내 정도 입니다 여기 외에는 운전하는데,"['경주', '여행', '렌트']","['렌트', '경주', '여행', '경주', '부산', '운전', '거', '가여', '부산', '경주', '여행', '차', '곳', '황리', '길', '첨성대', '인근', '대릉원', '인근', '경주', '시내', '정도', '여기', '외', '운전']","['경주', '여행', '렌트', '렌트', '경주', '여행', '경주', '부산', '운전', '거', '가여', '부산', '경주', '여행', '차', '곳', '황리', '길', '첨성대', '인근', '대릉원', '인근', '경주', '시내', '정도', '여기', '외', '운전']"
주말 1박2일 경주 여행 코스 문의 드립니다,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=435585473&qb=6rK97KO87Jes7ZaJ&enc=utf8,엄마 아빠랑 같이 갈건데요 전 경주로 수학여행 다녀온지 너무 오래됐고 엄마아빠는 경주 여행이 처음이라서요 그리고 경주 맛집 있으면 추도 부탁드려용 주말 1박2일 경주 여행 코스 문의 드립니다답변드릴게요경주는,"['주말', '박', '일', '경주', '여행', '코스', '문']","['엄마', '아빠', '건데요', '경주로', '수학여행', '지', '엄마', '아빠', '경주', '여행', '처음', '경주', '맛집', '추도', '부탁', '주말', '박', '일', '경주', '여행', '코스', '문', '답변', '경주']","['주말', '박', '일', '경주', '여행', '코스', '문', '엄마', '아빠', '건데요', '경주로', '수학여행', '지', '엄마', '아빠', '경주', '여행', '처음', '경주', '맛집', '추도', '부탁', '주말', '박', '일', '경주', '여행', '코스', '문', '답변', '경주']"
경주여행 숙소,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=404430193&qb=6rK97KO87Jes7ZaJ&enc=utf8,11월20일 토요일 경주여행을 가려고 하는데 숙소 정하기가 힘드네요 5인 2021 낭만있는 가을에 경주여행 즐기고싶다면 경주 신상 풀빌라오세요 수있어요 경주펜션 경주풀빌라 경주숙소 경주신축펜션 경주가볼만한곳 경주여행,"['경주', '여행', '숙소']","['월', '일', '토요일', '경주', '여행', '숙소', '인', '낭', '가을', '경주', '여행', '경주', '신상', '풀', '수', '경주', '펜션', '경주', '풀', '빌라', '경주', '숙소', '경주', '신축', '펜션', '경주', '만', '곳', '경주', '여행']","['경주', '여행', '숙소', '월', '일', '토요일', '경주', '여행', '숙소', '인', '낭', '가을', '경주', '여행', '경주', '신상', '풀', '수', '경주', '펜션', '경주', '풀', '빌라', '경주', '숙소', '경주', '신축', '펜션', '경주', '만', '곳', '경주', '여행']"
경주여행 택시투어와 렌트카이용,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=405169257&qb=6rK97KO87Jes7ZaJ&enc=utf8,12월에 1박2일 지인들과 경주여행 가기로 했는데 질문하신 경주여행 택시투어와 관련하여 답변드리겠습니다 음 경주택시투어도 경주여행 시 편안하게 최근들어 경주여행 시 많은 분들이 택시투어를 이용하시는데요,"['경주', '여행', '택시', '투어', '렌트카', '이용']","['월', '박', '일', '지인', '경주', '여행', '질문', '경주', '여행', '택시', '투어', '관련', '답변', '경주', '택시', '투어', '경주', '여행', '시', '편안', '최근', '경주', '여행', '시', '분', '택시', '투어', '이용']","['경주', '여행', '택시', '투어', '렌트카', '이용', '월', '박', '일', '지인', '경주', '여행', '질문', '경주', '여행', '택시', '투어', '관련', '답변', '경주', '택시', '투어', '경주', '여행', '시', '편안', '최근', '경주', '여행', '시', '분', '택시', '투어', '이용']"
1박2일로 경주여행을 갑니다,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=426744108&qb=6rK97KO87Jes7ZaJ&enc=utf8,1박2일로 경주여행을 갑니다 천군동에 위치한 풀빌라 3시 입실인데 경주 12시 도착예정이라서 그동안 안녕하세요 무계획없이 이 루트로 가면 실패가 없는 경주여행 소개해볼까 합니다 ㅎㅎ 한번 보시고 마음에 드신다면,"['박', '일', '경주', '여행']","['박', '일', '경주', '여행', '천군동', '위치', '풀', '빌라', '시', '입실', '경주', '시', '도착', '예정', '그동안', '안녕', '계획', '루트', '실패', '경주', '여행', '소개', '번', '마음']","['박', '일', '경주', '여행', '박', '일', '경주', '여행', '천군동', '위치', '풀', '빌라', '시', '입실', '경주', '시', '도착', '예정', '그동안', '안녕', '계획', '루트', '실패', '경주', '여행', '소개', '번', '마음']"
경주 여행에 빠질 수 없는 빵집,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=329388645&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주 여행에 빠질 수 없는 빵집 알려주세요 주말에 남편과 경주 여행 갑니다 제가 빵을 너무 좋아하는데 경주 여행 에서만 먹을 수 있는 빵집 어딘가요 경주 여행하기 좋은 계절입니다 저도 늘 이맘때 아이들과 경주에 가거든요,"['경주', '여행', '수', '빵집']","['경주', '여행', '수', '빵집', '주말', '남편', '경주', '여행', '제', '빵', '경주', '여행', '에서', '수', '빵집', '어딘가요', '경주', '여행', '계절', '저', '이맘때', '아이', '경주']","['경주', '여행', '수', '빵집', '경주', '여행', '수', '빵집', '주말', '남편', '경주', '여행', '제', '빵', '경주', '여행', '에서', '수', '빵집', '어딘가요', '경주', '여행', '계절', '저', '이맘때', '아이', '경주']"
경주여행 추천,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=409786002&qb=6rK97KO87Jes7ZaJ&enc=utf8,중학생이고 친구랑 당일치기로 경주여행을 할려고 하는데 가볼만한 곳 제가 저번에 다녀온 경주 여행 코스를 같이 추천드릴테니 참고용으로 tistorycom46 제 글이 도움이 되서 즐거운 경주 여행 보내시면 좋겠네요 ㅎㅎ,"['경주', '여행', '추천']","['중학', '친구', '당일치기', '경주', '여행', '만', '곳', '제', '저번', '경주', '여행', '코스', '추천', '테', '참고', '제', '글', '도움', '경주', '여행']","['경주', '여행', '추천', '중학', '친구', '당일치기', '경주', '여행', '만', '곳', '제', '저번', '경주', '여행', '코스', '추천', '테', '참고', '제', '글', '도움', '경주', '여행']"
경주여행 코스 동선 어떻게 짜야될까요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90101&docId=448411905&qb=6rK97KO87Jes7ZaJ&enc=utf8,자차 이용해서 1박2일로 경주 여행을 가려고 합니다 경주여행 코스 동선 어떻게 짜야될까요 이 문제에 대한 해결책을 제시해 드리도록 하겠습니다 Step 1 경주여행 이처럼 경주여행 코스 동선을 메인으로 잡은 장소와 그와,"['경주', '여행', '코스', '동선']","['자차', '이용', '박', '일', '경주', '여행', '경주', '여행', '코스', '동선', '문제', '해결책', '제시', '경주', '여행', '경주', '여행', '코스', '동선', '장소', '그']","['경주', '여행', '코스', '동선', '자차', '이용', '박', '일', '경주', '여행', '경주', '여행', '코스', '동선', '문제', '해결책', '제시', '경주', '여행', '경주', '여행', '코스', '동선', '장소', '그']"
1박2일 어르신들과함께 경주여행숙소와,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=448650337&qb=6rK97KO87Jes7ZaJ&enc=utf8,1박2일 어르신들 경주여행추천 해주세요인원2025명 숙소는 식사가 함께 경주여행 추천 안녕하세요 경주여행에 관심이 있으신 것 같아서 저희가 함께하는 경주여행에서는 역사와 문화를 경험할 수 있는 명소를 추천합니다,"['박', '일', '어르신', '경주', '여행', '숙소']","['박', '일', '어르신', '경주', '여행', '추천', '인원', '명', '숙소', '식사', '경주', '여행', '추천', '안녕', '경주', '여행', '관심', '것', '저희', '경주', '여행', '역사', '문화', '경험', '수', '명소', '추천']","['박', '일', '어르신', '경주', '여행', '숙소', '박', '일', '어르신', '경주', '여행', '추천', '인원', '명', '숙소', '식사', '경주', '여행', '추천', '안녕', '경주', '여행', '관심', '것', '저희', '경주', '여행', '역사', '문화', '경험', '수', '명소', '추천']"
경주여행 용황이 무엇인가요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=466305148&qb=6rK97KO87Jes7ZaJ&enc=utf8,안녕하세요 경주 여행하려고 알아보고있습니다 알아보던중 황리단길과 용황동 용황지구 이렇게 알게되었는데 지역민은 용황쪽에서 자주 놀고 관광객들은 황리단길에서 논다는 말이 있더라고요 용황동 이라는 곳은 아예없던데,"['경주', '여행', '황', '무엇']","['안녕', '경주', '여행', '중', '황리', '길', '용', '황동', '황지', '지역민', '용', '황', '쪽', '관광객', '황리', '길', '말', '용', '황동', '곳']","['경주', '여행', '황', '무엇', '안녕', '경주', '여행', '중', '황리', '길', '용', '황동', '황지', '지역민', '용', '황', '쪽', '관광객', '황리', '길', '말', '용', '황동', '곳']"
경주 여행 돌아볼곳,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=384132147&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주 여행코스 알아보고있는데 마땅히 갈만한 곳있을까영 안녕하세요 취향대로 머물다 여기어때 입니다 질문하신 경주 여행 관련 답변 드리도록 하겠습니다 경주 여행을 하시나 봅니다 갈만한 곳 몇가지 알려드리도록,"['경주', '여행', '곳']","['경주', '여행', '코스', '갈만', '곳', '안녕', '취향', '때', '질문', '경주', '여행', '관련', '답변', '경주', '여행', '만', '곳', '가지']","['경주', '여행', '곳', '경주', '여행', '코스', '갈만', '곳', '안녕', '취향', '때', '질문', '경주', '여행', '관련', '답변', '경주', '여행', '만', '곳', '가지']"
할머니랑 12월 경주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=405014251&qb=6rK97KO87Jes7ZaJ&enc=utf8,할머니랑 1박2일로 경주여행 갈려고 하는데 코스를 어떻게 짜면 좋을까요 질문하신 경주여행과 관련하여 답변드리겠습니다 할머니랑 여행을 요즘에는 경주택시투어를 통해 보다 편안하게 경주여행을 즐겨보실 수,"['할머니', '월', '경주', '여행']","['할머니', '박', '일', '경주', '여행', '코스', '질문', '경주', '여행', '관련', '답변', '할머니', '여행', '요즘', '경주', '택시', '투어', '편안', '경주', '여행', '수']","['할머니', '월', '경주', '여행', '할머니', '박', '일', '경주', '여행', '코스', '질문', '경주', '여행', '관련', '답변', '할머니', '여행', '요즘', '경주', '택시', '투어', '편안', '경주', '여행', '수']"
경주여행 1박2일 알찬코스로 추천해주세요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90105&docId=434332784&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주여행 1박2일 알찬코스로 추천해주세요 1박이라 짧지만 질문하신 경주여행 관련 답변 드리도록 하겠습니다 1박2일 경주여행을 다녀오실 예정이시군요 가볼만한 곳들 좋으니 경주 여행하시는데 참고하시기 바랍니다 도움이,"['경주', '여행', '박', '일', '코스', '추천']","['경주', '여행', '박', '일', '코스', '추천', '박', '질문', '경주', '여행', '관련', '답변', '박', '일', '경주', '여행', '예정', '만', '곳', '경주', '여행', '참고', '도움']","['경주', '여행', '박', '일', '코스', '추천', '경주', '여행', '박', '일', '코스', '추천', '박', '질문', '경주', '여행', '관련', '답변', '박', '일', '경주', '여행', '예정', '만', '곳', '경주', '여행', '참고', '도움']"
사월말에 가족들과 경주여행 계획중인데,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=402100153&qb=6rK97KO87Jes7ZaJ&enc=utf8,사월말에 가족들과 경주여행 계획중인데 경주는 처음가는곳이 업네요 가족들과 가볼만한곳 즘 소개해주세요경경주는 가족과 함께 경주 여행 계획하고 계시군요한화리조트 경주 내에서도 즐거운 경주 여행의 추억을 만드실 수,"['사월', '말', '가족', '경주', '여행', '계획', '중']","['사월', '말', '가족', '경주', '여행', '계획', '중', '경주', '곳', '가족', '만', '곳', '소개', '경경', '가족', '경주', '여행', '계획', '한화', '리조트', '경주', '내', '경주', '여행', '추억', '수']","['사월', '말', '가족', '경주', '여행', '계획', '중', '사월', '말', '가족', '경주', '여행', '계획', '중', '경주', '곳', '가족', '만', '곳', '소개', '경경', '가족', '경주', '여행', '계획', '한화', '리조트', '경주', '내', '경주', '여행', '추억', '수']"
경주여행 지금,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=365192852&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주여행 3가지만 답해주세요 1지금 경주여행가면 많이 더울까요 2쪄죽을정도로 못돌아다니나요 3 고속버스타고 1지금 경주여행가면 많이 더울까요 가장 더운 시기입니다 낮에 30도가 넘고 34도까지 갈수도 있습니다 2,"['경주', '여행', '지금']","['경주', '여행', '가지', '답', '경주', '여행', '정도', '고속버스', '경주', '여행', '시기', '낮', '도', '도', '수']","['경주', '여행', '지금', '경주', '여행', '가지', '답', '경주', '여행', '정도', '고속버스', '경주', '여행', '시기', '낮', '도', '도', '수']"
경주여행 3박4일 가족 여행 코스 추천부탁드려요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=450900235&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주여행 3박4일 코스로 추천 부탁드려요 이번 추석기간에 4인 가족아이들은 없어요이 함께 여행을 가고자 경주여행 3박4일 가족 여행 코스 추천해 드릴게요 제가 여러분을 위해 직접 조사한 결과를 바탕으로 최적의 코스를 제안해,"['경주', '여행', '박', '일', '가족', '여행', '코스', '추천', '부탁']","['경주', '여행', '박', '일', '코스', '추천', '부탁', '이번', '추석', '기간', '인', '가족', '아이', '여행', '경주', '여행', '박', '일', '가족', '여행', '코스', '추천', '제', '여러분', '조사', '결과', '바탕', '최적', '코스', '제안']","['경주', '여행', '박', '일', '가족', '여행', '코스', '추천', '부탁', '경주', '여행', '박', '일', '코스', '추천', '부탁', '이번', '추석', '기간', '인', '가족', '아이', '여행', '경주', '여행', '박', '일', '가족', '여행', '코스', '추천', '제', '여러분', '조사', '결과', '바탕', '최적', '코스', '제안']"
초등학생경주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=455869243&qb=6rK97KO87Jes7ZaJ&enc=utf8,전남에서 2박3일로 초등학생데리고 경주여행을 가져고하는데요 아 코스짜기가 쉽지않네요 숙소는 질문하신 경주여행지 관련 답변 드리도록 하겠습니다 2박3일간 다녀올만한 곳으로 경주여행지를 찾고 계시나 봅니다 경주에,"['초등학생', '경주', '여행']","['전남', '박', '일', '초등학생', '경주', '여행', '코스', '숙소', '질문', '경주', '여행지', '관련', '답변', '박', '일', '간', '만', '곳', '경주', '여행지', '경주']","['초등학생', '경주', '여행', '전남', '박', '일', '초등학생', '경주', '여행', '코스', '숙소', '질문', '경주', '여행지', '관련', '답변', '박', '일', '간', '만', '곳', '경주', '여행지', '경주']"
경주 여행코스 동선별로 추천해주세요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=405771688&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주 여행코스 동선 일이 있어서 경주 가는김에 다음주에 하루 정도만 보려고 하는데 일단 석굴암 불국사는 질문하신 경주 여행일정 관련 답변 드리도록 하겠습니다 비록 1박2일이지만 사실상 당일치기인 경주 여행을 준비,"['경주', '여행', '코스', '동선', '추천']","['경주', '여행', '코스', '동선', '일', '경주', '김', '다음', '주', '하루', '정도', '석굴암', '불국사', '질문', '경주', '여행', '일정', '관련', '답변', '박', '일', '당일치기', '경주', '여행', '준비']","['경주', '여행', '코스', '동선', '추천', '경주', '여행', '코스', '동선', '일', '경주', '김', '다음', '주', '하루', '정도', '석굴암', '불국사', '질문', '경주', '여행', '일정', '관련', '답변', '박', '일', '당일치기', '경주', '여행', '준비']"
1박2일 초보운전 경주여행코스,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=248854588&qb=6rK97KO87Jes7ZaJ&enc=utf8,1박2일로 경주여행 코스좀 짜주세요 아무래도 가는데는 어려움이 없을것 4월 12일에 경주여행하기에 좋은 날일 것 같아요 벚꽃들이 서서히 개화를 참고로 쭈니아빠 블로그를 방문하시면 경주여행 카테고리가 있습니다,"['박', '일', '초보', '운전', '경주', '여행', '코스']","['박', '일', '경주', '여행', '코스', '데', '어려움', '것', '월', '일', '경주', '여행', '날', '것', '벚꽃', '개화', '참고', '쭈니', '아빠', '블로그', '방문', '경주', '여행', '카테고리']","['박', '일', '초보', '운전', '경주', '여행', '코스', '박', '일', '경주', '여행', '코스', '데', '어려움', '것', '월', '일', '경주', '여행', '날', '것', '벚꽃', '개화', '참고', '쭈니', '아빠', '블로그', '방문', '경주', '여행', '카테고리']"
아들과초4년 경주여행 일정,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=230463403&qb=6rK97KO87Jes7ZaJ&enc=utf8,아들과 경주여행을 가려합니다 선배님들의 조언을 경주여행코스 추천드립니다 안녕하세요 여행전문블로거 초등학교 4학년 아들과 함께 가는 경주여행이라면 역사와  하루 코스  경주 남산 정복하기 gt 경주 여행코스 중에서,"['아들', '년', '경주', '여행', '일정']","['아들', '경주', '여행', '선배', '조언', '경주', '여행', '코스', '추천', '여행', '전문', '블로거', '초등', '학교', '학년', '아들', '경주', '여행', '역사', '하루', '코스', '경주', '남산', '정복', '경주', '여행', '코스', '중']","['아들', '년', '경주', '여행', '일정', '아들', '경주', '여행', '선배', '조언', '경주', '여행', '코스', '추천', '여행', '전문', '블로거', '초등', '학교', '학년', '아들', '경주', '여행', '역사', '하루', '코스', '경주', '남산', '정복', '경주', '여행', '코스', '중']"
경주 여행을 가려고 함니다,https://kin.naver.com/qna/detail.naver?d1id=13&dirId=130102&docId=38195921&qb=6rK97KO87Jes7ZaJ&enc=utf8,저희 가족이 2박 3일로 경주 여행을 가려고 합니다 가족은 4인가족 3학년 5학년이구요 경주에 있는 문화재를 보고 작년 여름방학 때 저도 경주여행 한 번 했었죠 저는 2박3일로 갔다온게 아니라 당일로 갔다왔습니다 성심껏 답변,"['경주', '여행']","['저희', '가족', '박', '일', '경주', '여행', '가족', '인', '가족', '학년', '학년', '경주', '문화재', '작년', '여름', '방학', '때', '저', '경주', '여행', '번', '저', '박', '일', '게', '당일', '답변']","['경주', '여행', '저희', '가족', '박', '일', '경주', '여행', '가족', '인', '가족', '학년', '학년', '경주', '문화재', '작년', '여름', '방학', '때', '저', '경주', '여행', '번', '저', '박', '일', '게', '당일', '답변']"
포항에서 경주가는 기차와 요금 그리고 경주 여행시,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=432662556&qb=6rK97KO87Jes7ZaJ&enc=utf8,포항에서 경주가는 기차와 요금 그리고 경주 여행시 중3과 경주 여행시 가보아야 할 코스 그리고 경주 맛집 그리고 경주 여행시 가보아야 할곳답변드릴게요포항에서 경주 가시는 열차 시간가격경주여행시 가보아야 할,"['포항', '경주', '기차', '요금', '경주', '여행', '시']","['포항', '경주', '기차', '요금', '경주', '여행', '시', '중', '경주', '여행', '코스', '경주', '맛집', '경주', '여행', '곳', '답변', '포항', '경주', '가시', '열차', '시간', '가격', '경주', '여행']","['포항', '경주', '기차', '요금', '경주', '여행', '시', '포항', '경주', '기차', '요금', '경주', '여행', '시', '중', '경주', '여행', '코스', '경주', '맛집', '경주', '여행', '곳', '답변', '포항', '경주', '가시', '열차', '시간', '가격', '경주', '여행']"
경주여행 갈만한곳 알려주세요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=228946682&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주여행을 가려고 합니다 2박3일 경주를 관광하며 옛 문화와 정서를 배워보고 체험하고자 경주여행 계획을 세우고 있는데요 1일차 2일차 3일차 어떤식으로 경주여행 계획을 세워야할지 궁금합니다 가족들과 함께하는 경주여행,"['경주', '여행', '갈만', '곳']","['경주', '여행', '박', '일', '경주', '관광', '문화', '정서', '체험', '경주', '여행', '계획', '일', '차', '일', '차', '일', '차', '식', '경주', '여행', '계획', '가족', '경주', '여행']","['경주', '여행', '갈만', '곳', '경주', '여행', '박', '일', '경주', '관광', '문화', '정서', '체험', '경주', '여행', '계획', '일', '차', '일', '차', '일', '차', '식', '경주', '여행', '계획', '가족', '경주', '여행']"
경주여행 질문이요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=126885458&qb=6rK97KO87Jes7ZaJ&enc=utf8,안녕하세요 경주여행을 준비중인데요 출발지는 서울이구요 3월 22일 오전6시경에 서울에서 출발하려고 하고요 부탁드려요 경주여행 일정과 형편에 맞게 아래코스에서 조절하면 됩니다 시내버스투어도보 자전거,"['경주', '여행', '질문']","['안녕', '경주', '여행', '준비', '중', '출발지', '서울', '월', '일', '오전', '시', '서울', '출발', '경주', '여행', '일정', '형편', '아래', '코스', '조절', '시내버스', '투어', '도보', '자전거']","['경주', '여행', '질문', '안녕', '경주', '여행', '준비', '중', '출발지', '서울', '월', '일', '오전', '시', '서울', '출발', '경주', '여행', '일정', '형편', '아래', '코스', '조절', '시내버스', '투어', '도보', '자전거']"
역사에무지한 경주여행코스 부탁 드려요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90105&docId=392846970&qb=6rK97KO87Jes7ZaJ&enc=utf8,이번에 여동생이랑 경주여행1박2일 하려고 하는데요 부끄럽지만 고등학생때 역사 넘 싫어해서 역사 잘 몰라요 안내소 책자나 경주 여행 사이트 활용하시면 됩니다 책자가 진짜 잘 나와있어서 그리고 경주나 어디 여행 가시면,"['역사', '경주', '여행', '코스', '부탁']","['이번', '여동생', '경주', '여행', '박', '일', '고등학생', '때', '역사', '역사', '안내소', '책자', '경주', '여행', '사이트', '활용', '책자', '경주', '어디', '여행']","['역사', '경주', '여행', '코스', '부탁', '이번', '여동생', '경주', '여행', '박', '일', '고등학생', '때', '역사', '역사', '안내소', '책자', '경주', '여행', '사이트', '활용', '책자', '경주', '어디', '여행']"
경주여행 코스추천,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=75240723&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주 여행 가려고 합니다 4우러 30일 새벽에 출발 해서 대명 콘도에 묵을 예정인데 1박2일동안 있을 예정이고 기림사 분황사 부처골 무열왕릉 석굴암 황룡사지 오릉 국립경주박물관 참고하시어 유쾌한 경주여행 하시기를,"['경주', '여행', '코스', '추천']","['경주', '여행', '일', '새벽', '대명', '콘도', '예정', '박', '일', '동안', '예정', '기림사', '분황사', '부처', '골', '무열왕릉', '석굴암', '황룡', '사지', '오릉', '국립', '경주', '박물관', '참고', '경주', '여행']","['경주', '여행', '코스', '추천', '경주', '여행', '일', '새벽', '대명', '콘도', '예정', '박', '일', '동안', '예정', '기림사', '분황사', '부처', '골', '무열왕릉', '석굴암', '황룡', '사지', '오릉', '국립', '경주', '박물관', '참고', '경주', '여행']"
경주여행 날씨,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=815&docId=476096844&qb=6rK97KO87Jes7ZaJ&enc=utf8,10월 8일날 경주여행 가려는데 날씨가어떤가요 10월 8일 경주 날씨는 대체로 흐릴 가능성이 있으며 낮 기온은 1822C 정도로 예상돼요 비가 내릴 가능성은 낮지만 흐린 날씨가 이어질 수 있으니 여행 계획에 참고하시면 좋을 것,"['경주', '여행', '날씨']","['월', '일', '날', '경주', '여행', '날씨', '가요', '월', '일', '경주', '날씨', '가능', '낮', '기온', '정도', '예상', '비', '가능', '날씨', '수', '여행', '계획', '참고', '것']","['경주', '여행', '날씨', '월', '일', '날', '경주', '여행', '날씨', '가요', '월', '일', '경주', '날씨', '가능', '낮', '기온', '정도', '예상', '비', '가능', '날씨', '수', '여행', '계획', '참고', '것']"
경주여행코스2박3일,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=224961090&qb=6rK97KO87Jes7ZaJ&enc=utf8,5월23일5월25일 경주 여행코스 추천 해주세요 1 대상  어머니 자녀 9세 본인 경주여행코스2박3일 답변드립니다 안녕하세요 여행전문 블로거  어머님을 모시고 떠나는 경주여행이 즐거운 추억으로 남을 수 있도록 제가 경험한,"['경주', '여행', '코스', '박', '일']","['월', '일', '월', '일', '경주', '여행', '코스', '추천', '대상', '어머니', '자녀', '세', '본인', '경주', '여행', '코스', '박', '일', '답변', '여행', '전문', '블로거', '어머님', '경주', '여행', '추억', '수', '제', '경험']","['경주', '여행', '코스', '박', '일', '월', '일', '월', '일', '경주', '여행', '코스', '추천', '대상', '어머니', '자녀', '세', '본인', '경주', '여행', '코스', '박', '일', '답변', '여행', '전문', '블로거', '어머님', '경주', '여행', '추억', '수', '제', '경험']"
경주 여행가려구요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=455851613&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주 여행 가려고 하는데 11월 초에나 갈 것 같아요 그쯤 되면 날씨가 많이 추울 것 같은데 그 시즌에 다니기가 괜찮을까요 11월이면 가을도 무르익어갈무렵이고 그리 춥지않아서,"['경주', '여행']","['경주', '여행', '데', '월', '초', '것', '그', '날씨', '것', '시즌', '월', '가을', '무렵']","['경주', '여행', '경주', '여행', '데', '월', '초', '것', '그', '날씨', '것', '시즌', '월', '가을', '무렵']"
