tm,avgTa,minTa,maxTa,sumRn,avgWs,avgRhm,avgTs,ddMefs,sumGsr,maxInsWs,sumSmlEv,avgTd,avgPs
2000-01-10,-0.8,-4.8,2.3,0.1,2.8,63.3,0.3,0.1,5.19,8.8,1.0,-7.7,1025.9
2000-01-11,-0.2,-7.1,4.9,,2.3,57.9,-1.1,,4.24,8.4,1.0,-7.8,1027.3
2000-01-12,3.7,2.6,5.1,3.9,2.9,81.8,2.3,,1.47,9.2,0.6,0.8,1019.6
2000-01-13,0.7,-2.1,4.0,1.7,3.0,83.8,0.8,,0.77,8.9,1.0,-1.7,1016.6
2000-01-14,-1.4,-2.6,1.1,,2.5,68.6,-0.8,,2.28,6.1,0.5,-6.3,1023.1
2000-01-15,-1.1,-4.9,3.3,,1.5,64.8,-1.2,,3.41,5.0,0.7,-7.1,1026.0
2000-01-16,0.2,-2.2,4.5,,1.9,65.6,0.1,,5.95,8.6,0.9,-5.8,1023.3
2000-01-17,-0.9,-4.4,3.8,,1.9,70.5,-0.8,,4.72,6.2,0.8,-5.7,1021.7
2000-01-18,-1.8,-5.1,2.3,,2.0,65.5,-2.1,,5.89,7.1,0.8,-8.0,1021.6
2000-01-19,-4.7,-7.5,-1.2,0.8,3.3,71.1,-4.1,2.0,2.09,12.3,0.6,-9.3,1021.6
2000-01-20,-8.5,-11.4,-5.4,0.0,3.9,55.5,-7.4,,6.27,11.0,1.4,-16.1,1032.8
2000-01-21,-7.0,-11.6,-2.6,,1.7,51.5,-7.4,,5.44,6.6,0.9,-15.7,1039.2
2000-01-22,-2.5,-6.7,1.6,1.2,2.2,62.8,-2.3,2.8,2.97,6.9,0.8,-9.4,1031.1
2000-01-23,2.4,-1.1,7.4,0.4,2.0,72.8,2.4,1.1,5.18,8.3,1.2,-2.4,1024.2
2000-01-24,-2.9,-6.5,0.2,,3.4,61.3,-2.5,,4.94,8.4,0.9,-9.5,1029.9
2000-01-25,-7.5,-10.6,-2.9,,3.5,45.8,-5.4,,6.62,11.9,1.0,-17.6,1031.9
2000-01-26,-8.3,-11.2,-4.5,,2.9,48.9,-6.4,,6.42,8.2,1.1,-17.3,1031.2
2000-01-27,-5.9,-11.2,-0.8,,1.9,51.6,-4.1,,6.16,7.5,0.8,-14.8,1033.0
2000-01-28,-3.4,-8.7,2.5,,1.8,60.6,-3.1,,5.42,5.7,1.2,-10.2,1034.0
2000-01-29,-0.3,-4.1,2.7,0.0,2.0,71.4,-1.0,,3.32,6.1,0.9,-4.9,1032.6
2000-01-30,-4.3,-8.1,1.0,0.0,4.5,58.6,-4.0,,5.83,12.3,1.1,-11.6,1034.1
2000-01-31,-7.8,-10.7,-4.7,,3.0,49.0,-5.6,,6.56,8.3,1.2,-17.2,1037.6
2000-02-01,-6.6,-11.6,-2.0,,2.0,55.0,-6.5,,5.22,7.6,1.0,-14.8,1033.4
2000-02-02,-3.8,-8.8,0.8,,2.2,66.3,-3.3,,6.02,8.2,1.0,-9.8,1031.2
2000-02-03,-1.8,-4.3,2.0,0.0,2.1,69.9,-2.2,,3.35,9.8,0.8,-6.6,1028.4
2000-02-04,-2.0,-7.1,3.7,,1.3,56.9,-3.5,,10.42,5.4,1.3,-10.2,1030.6
2000-02-05,-0.5,-5.9,4.1,0.5,1.7,66.3,-2.3,0.9,2.93,6.3,0.8,-6.6,1025.3
2000-02-06,-0.1,-1.3,2.3,0.7,2.6,83.4,0.1,1.9,6.41,8.8,0.7,-2.9,1020.4
2000-02-07,-1.6,-5.3,1.7,0.0,2.7,68.1,-1.9,,5.23,11.1,1.1,-6.8,1016.4
2000-02-08,-6.9,-9.4,-4.4,,4.0,51.4,-6.1,,9.93,11.1,1.3,-15.4,1018.0
2000-02-09,-5.2,-9.5,-0.8,,2.6,43.8,-4.6,,12.46,8.9,1.0,-16.3,1023.3
2000-02-10,-2.2,-8.8,3.1,,2.0,49.0,-3.6,,11.42,8.1,1.7,-12.0,1021.7
2000-02-11,1.6,-1.0,5.3,0.0,2.4,67.0,1.1,,9.35,9.0,1.2,-4.2,1020.1
2000-02-12,2.1,-1.5,6.1,,1.3,76.4,0.3,,5.04,5.5,1.1,-1.7,1019.8
2000-02-13,2.5,-2.2,6.5,,1.8,77.3,1.1,,7.82,6.9,0.5,-1.1,1018.9
2000-02-14,-0.3,-4.3,3.5,0.9,4.1,58.8,0.2,1.3,12.4,13.2,1.3,-8.6,1015.4
2000-02-15,-5.4,-7.8,-2.0,,4.7,42.3,-3.2,,13.04,18.5,2.0,-16.2,1019.1
2000-02-16,-4.6,-8.1,-0.2,,3.7,43.8,-3.1,,13.38,13.4,1.3,-15.3,1021.9
2000-02-17,-3.9,-8.4,0.4,,2.9,47.1,-2.6,,13.77,12.0,2.3,-14.0,1026.0
2000-02-18,-2.1,-7.5,3.1,,2.1,41.8,-1.6,,12.94,8.5,1.5,-13.4,1025.8
2000-02-19,1.7,-3.7,7.5,,2.0,44.3,1.5,,9.71,8.4,2.5,-9.5,1017.4
2000-02-20,-0.7,-4.3,4.2,,3.6,57.0,1.2,,13.74,10.3,2.5,-8.6,1015.9
2000-02-21,-1.7,-5.6,3.1,,3.1,44.6,-0.2,,14.25,11.6,2.6,-12.5,1022.0
2000-02-22,-0.6,-5.6,4.6,,2.2,48.3,-0.3,,12.06,8.4,1.6,-10.5,1024.1
2000-02-23,0.6,-2.9,4.4,0.0,2.6,58.8,1.1,,6.99,12.2,1.3,-6.5,1023.4
2000-02-24,-3.2,-6.5,1.0,,3.5,41.9,-0.4,,14.25,11.1,1.4,-14.5,1028.1
2000-02-25,-2.0,-6.9,2.0,,2.1,46.3,-1.1,,9.92,6.5,1.9,-12.4,1025.2
2000-02-26,0.5,-2.4,3.7,0.0,2.7,60.9,2.5,,8.63,9.3,1.2,-6.3,1018.9
2000-02-27,1.8,-3.6,6.2,0.0,4.0,59.1,1.6,,9.48,19.1,2.0,-5.4,1021.7
2000-02-28,-2.8,-6.1,1.1,,3.8,37.0,0.5,,15.07,12.0,2.5,-15.7,1028.2
2000-02-29,-1.2,-6.7,4.4,,2.7,52.9,1.6,,14.15,8.8,2.2,-9.8,1030.7
2000-03-01,2.3,-3.2,7.7,,2.1,74.4,2.6,,12.33,7.9,2.0,-2.1,1029.4
2000-03-02,5.3,1.7,11.2,,1.5,65.9,3.9,,11.0,7.0,2.0,-0.9,1027.1
2000-03-03,8.8,1.2,17.2,,2.2,46.5,5.7,,12.01,10.8,2.9,-2.9,1021.3
2000-03-04,8.1,4.7,12.9,,2.8,56.5,6.2,,12.4,9.2,2.8,0.1,1016.2
2000-03-05,5.5,1.4,10.5,,1.9,49.9,4.1,,10.81,7.3,2.6,-4.5,1016.1
2000-03-06,2.7,-1.6,6.8,,3.6,58.6,3.1,,7.74,12.6,2.2,-4.8,1015.8
2000-03-07,-1.7,-4.5,2.2,,4.3,40.6,1.1,,15.46,12.6,2.9,-13.5,1021.5
2000-03-08,-0.8,-4.8,3.9,0.0,3.6,51.3,0.1,,9.87,14.1,2.0,-9.8,1021.2
2000-03-09,1.1,-4.6,5.7,,3.1,42.1,2.1,,12.6,15.0,2.6,-10.8,1026.7
2000-03-10,3.6,-3.5,9.2,,2.7,60.8,3.5,,13.2,9.4,2.5,-3.6,1026.1
2000-03-11,5.2,3.6,7.0,0.0,1.5,79.0,4.1,,1.76,5.8,1.4,1.9,1018.1
2000-03-12,3.9,0.7,10.4,,2.4,78.6,4.7,,11.41,10.8,2.0,0.1,1016.3
2000-03-13,4.7,-0.5,10.4,,2.4,52.5,4.6,,15.14,7.5,3.2,-5.8,1022.1
2000-03-14,6.2,1.5,11.7,,2.5,37.5,5.3,,16.71,8.5,4.3,-7.5,1023.6
2000-03-15,7.8,1.0,13.8,0.0,2.1,47.0,5.2,,9.54,7.9,2.5,-3.7,1015.8
2000-03-16,5.6,3.6,9.3,0.1,3.4,62.6,5.5,,8.12,10.5,1.9,-1.2,1009.6
2000-03-17,7.5,1.6,13.4,,3.3,56.3,6.7,,16.46,11.0,4.5,-1.5,1017.7
2000-03-18,10.6,7.4,14.9,,4.3,51.1,10.5,,9.9,11.8,3.8,0.7,1016.8
2000-03-19,6.4,3.2,10.0,0.4,3.2,70.1,7.7,,9.94,12.3,2.4,1.1,1015.6
2000-03-20,7.1,1.4,13.2,,2.5,58.4,8.8,,16.52,8.5,3.9,-1.3,1020.8
2000-03-21,8.1,4.5,12.5,,2.3,48.1,8.8,,13.7,7.7,4.8,-2.4,1019.6
2000-03-22,10.3,3.9,16.9,,2.5,48.0,10.9,,16.69,7.8,4.5,-0.6,1022.3
2000-03-23,7.3,4.8,10.1,1.2,3.8,75.5,7.6,,5.33,11.9,2.0,3.2,1013.6
2000-03-24,4.8,2.1,8.3,,4.8,37.9,7.1,,18.36,17.3,4.0,-8.3,1015.5
2000-03-25,6.0,0.7,11.3,,3.9,46.9,7.8,,16.51,14.2,3.5,-4.5,1018.7
2000-03-26,8.4,2.7,14.5,,2.2,56.5,10.8,,17.53,9.4,4.2,-0.6,1016.4
2000-03-27,13.1,5.1,18.9,1.2,4.6,50.6,11.1,,12.3,19.9,3.2,2.4,1008.7
2000-03-28,11.0,6.0,15.8,0.1,3.9,65.1,12.5,,8.73,14.8,2.6,4.4,1001.2
2000-03-29,7.7,3.8,11.9,0.1,4.1,54.9,10.9,,15.91,12.6,5.3,-1.1,1010.5
2000-03-30,9.0,4.6,14.2,,3.3,49.4,11.4,,17.52,12.6,4.8,-1.7,1013.2
2000-03-31,10.7,5.7,16.5,,2.8,38.4,11.9,,14.0,11.6,5.3,-3.0,1011.2
2000-04-01,10.3,4.2,16.1,,2.4,34.1,12.1,,17.23,11.9,5.5,-4.7,1020.3
2000-04-02,12.1,7.3,16.9,,1.9,37.9,12.2,,8.69,9.0,3.8,-1.9,1021.6
2000-04-03,13.4,7.6,19.0,,1.7,48.1,15.3,,18.64,8.0,5.9,2.4,1019.3
2000-04-04,14.0,9.1,20.4,,2.6,48.1,14.8,,15.73,10.4,5.5,2.7,1015.2
2000-04-05,9.6,6.1,13.3,0.0,4.3,48.5,13.4,,19.55,15.4,5.2,-1.5,1013.5
2000-04-06,8.6,3.4,14.0,,3.1,44.3,12.6,,19.81,10.3,5.5,-3.4,1018.9
2000-04-07,8.9,5.8,12.6,,4.7,47.0,10.3,,15.85,16.6,5.2,-2.0,1017.9
2000-04-08,9.6,4.1,17.0,,2.1,45.8,14.3,,19.31,9.0,5.9,-1.6,1022.6
2000-04-09,11.8,5.9,19.2,0.8,2.1,47.5,14.1,,12.67,10.0,4.3,0.4,1015.8
2000-04-10,6.0,2.9,9.7,4.2,5.2,50.9,10.6,,20.08,18.8,5.5,-4.4,1012.8
2000-04-11,8.6,1.8,14.9,,4.3,54.6,11.2,,19.62,17.0,5.5,-0.2,1011.8
2000-04-12,11.9,7.0,17.0,,3.4,61.8,14.2,,16.3,10.6,3.5,4.7,1007.7
2000-04-13,13.3,9.1,18.7,,2.7,64.8,15.7,,12.97,9.6,4.5,6.3,1008.5
2000-04-14,13.1,7.9,17.8,,2.5,38.0,16.2,,15.98,9.7,5.4,-0.8,1012.0
2000-04-15,12.0,8.8,18.1,1.4,2.2,48.0,12.8,,10.75,10.4,2.9,1.1,1010.3
2000-04-16,11.4,5.3,16.4,,3.2,53.9,13.5,,17.26,14.1,4.7,1.8,1012.5
2000-04-17,12.9,7.1,19.9,,2.5,64.0,15.2,,15.96,9.9,4.8,6.2,1014.3
2000-04-18,14.8,11.2,17.7,0.0,3.0,54.5,15.4,,10.53,11.6,3.6,5.5,1015.9
2000-04-19,14.6,10.0,20.0,4.0,2.7,64.6,15.9,,11.09,9.4,3.1,7.6,1010.2
2000-04-20,15.5,9.2,23.5,0.0,2.9,60.5,17.2,,18.82,11.4,4.9,7.7,1011.9
2000-04-21,12.1,10.0,14.9,9.0,2.9,83.9,13.8,,4.45,11.0,1.4,9.4,1007.1
2000-04-22,9.6,7.5,11.9,4.1,3.1,72.8,10.2,,7.48,11.9,2.2,4.8,1005.1
2000-04-23,11.0,7.2,15.4,,4.2,57.4,12.9,,19.42,14.5,5.3,2.3,1006.3
2000-04-24,12.6,7.2,17.8,,3.8,52.8,14.2,,19.49,13.3,6.3,2.5,1010.9
2000-04-25,15.4,9.8,20.9,0.5,1.9,44.0,14.8,,8.96,9.9,3.4,2.9,1008.1
2000-04-26,11.3,9.3,14.4,3.1,2.5,84.0,11.4,,2.98,8.3,0.7,8.6,1001.5
2000-04-27,9.5,8.2,10.4,3.6,1.7,89.6,9.6,,2.92,5.3,0.9,7.8,1006.7
2000-04-28,12.4,5.8,19.2,,2.5,66.1,14.8,,19.52,11.4,3.6,5.6,1014.3
2000-04-29,15.5,8.2,22.3,,2.4,48.5,17.6,,20.75,9.2,6.4,4.2,1016.4
2000-04-30,14.5,11.2,18.6,,3.3,59.4,17.2,,18.09,12.0,6.6,6.4,1010.7
2000-05-01,14.2,10.8,19.2,0.0,3.2,71.1,18.2,,12.19,12.1,3.5,8.9,1007.2
2000-05-02,13.8,7.9,20.3,,2.4,59.1,18.8,,17.19,9.3,4.3,5.6,1012.4
2000-05-03,15.6,9.5,22.3,,2.5,54.3,19.6,,20.9,9.7,5.8,5.8,1014.2
2000-05-04,18.0,11.2,24.1,,2.2,43.0,20.2,,15.0,8.5,5.5,4.8,1014.3
2000-05-05,16.9,12.9,22.2,1.8,1.9,55.0,18.9,,8.47,8.8,2.7,7.2,1014.2
2000-05-06,15.5,12.3,19.6,1.8,3.0,63.0,18.3,,19.06,11.2,5.6,7.7,1014.3
2000-05-07,14.7,9.5,19.8,,3.6,53.6,19.2,,21.4,11.0,5.0,5.2,1015.3
2000-05-08,17.0,9.9,23.7,,2.7,55.4,21.3,,21.63,9.4,6.1,7.4,1016.4
2000-05-09,20.1,12.6,26.4,,1.7,46.3,21.0,,12.33,8.4,4.4,7.3,1011.5
2000-05-10,14.3,10.9,18.9,20.0,3.0,78.4,14.4,,1.53,11.3,0.7,10.3,1005.7
2000-05-11,11.7,10.1,14.2,7.6,3.5,86.4,11.1,,2.35,9.4,1.3,9.4,1005.9
2000-05-12,14.2,9.7,18.6,,1.2,74.4,15.6,,11.12,4.9,1.7,9.6,1008.0
2000-05-13,18.1,10.2,24.5,,1.7,61.3,19.2,,20.0,8.4,6.0,9.8,1008.5
2000-05-14,18.5,12.7,24.4,,1.8,61.0,20.0,,16.88,7.0,5.2,10.4,1011.4
2000-05-15,16.9,13.9,22.0,0.0,2.3,67.5,18.5,,11.32,9.4,2.8,10.9,1011.6
2000-05-16,16.7,13.4,20.1,0.6,1.9,75.9,16.9,,8.72,6.6,2.8,12.3,1010.3
2000-05-17,17.5,14.2,22.6,,2.1,75.8,19.0,,13.79,7.7,3.3,13.0,1010.0
2000-05-18,16.9,11.8,23.8,,2.4,73.9,20.2,,14.76,8.2,4.2,12.0,1010.1
2000-05-19,15.7,12.7,20.1,27.0,1.8,83.0,17.6,,8.41,8.8,2.7,12.6,1006.6
2000-05-20,15.2,11.4,20.7,,2.4,80.3,17.1,,15.51,10.5,4.3,11.7,1007.8
2000-05-21,16.7,11.2,23.0,0.0,1.9,66.1,18.9,,14.99,6.2,4.2,9.9,1012.0
2000-05-22,20.2,16.4,25.5,,2.2,63.0,21.3,,16.23,9.0,4.3,12.8,1011.7
2000-05-23,19.3,15.1,25.1,,2.3,79.3,20.9,,11.13,7.9,3.2,15.5,1012.5
2000-05-24,21.9,17.2,27.4,,2.7,70.3,24.6,,19.45,8.0,5.9,15.9,1012.9
2000-05-25,23.9,17.9,30.5,,1.8,58.8,26.9,,21.44,6.5,6.2,14.7,1012.6
2000-05-26,22.6,18.3,27.7,3.1,1.6,62.8,23.3,,10.59,8.8,2.6,14.7,1008.3
2000-05-27,18.0,16.7,19.1,13.3,2.1,93.0,19.2,,6.05,7.1,0.6,16.8,998.8
2000-05-28,18.8,14.2,23.7,,3.5,67.5,20.7,,22.05,13.6,6.5,12.3,1004.1
2000-05-29,20.7,13.2,27.0,,1.9,56.1,22.9,,21.71,9.1,6.5,10.8,1011.5
2000-05-30,18.8,15.6,22.5,,1.9,63.1,18.3,,7.13,8.8,3.0,11.5,1008.2
2000-05-31,19.9,15.8,25.7,0.0,2.4,59.8,23.3,,20.36,8.7,6.2,11.7,1004.3
2000-06-01,20.4,15.1,26.3,0.3,2.2,68.8,22.6,,17.76,10.6,4.0,14.2,1011.2
2000-06-02,21.8,16.1,28.3,,1.8,68.3,24.7,,16.99,9.5,4.1,15.5,1012.7
2000-06-03,24.9,18.5,31.6,0.0,1.2,64.5,27.5,,16.51,5.5,5.5,17.2,1008.3
2000-06-04,25.9,19.1,32.5,,1.4,44.0,29.0,,20.47,7.5,7.4,11.6,1008.6
2000-06-05,24.6,19.1,31.1,,2.5,46.0,29.1,,22.66,8.6,7.7,11.9,1008.8
2000-06-06,22.3,17.4,28.3,,3.0,61.8,28.4,,21.54,9.3,7.6,14.1,1008.1
2000-06-07,22.4,17.5,27.0,,2.8,57.1,26.3,,17.06,9.0,6.0,12.9,1006.4
2000-06-08,20.6,18.0,23.2,0.4,0.9,64.9,21.4,,6.02,8.2,1.7,13.7,1001.7
2000-06-09,20.1,14.6,27.1,,1.5,65.8,23.6,,16.21,5.8,4.3,13.2,1006.3
2000-06-10,20.3,17.0,25.5,3.2,1.6,68.4,23.6,,12.65,7.3,2.9,14.1,1009.8
2000-06-11,21.7,15.9,27.7,,1.2,60.0,27.2,,18.41,6.9,5.2,13.1,1009.3
2000-06-12,23.0,16.7,29.5,0.0,2.0,47.8,29.1,,21.77,10.5,7.3,10.4,1007.8
2000-06-13,22.9,16.4,29.7,0.0,2.4,57.6,29.7,,20.58,9.3,8.0,13.7,1004.7
2000-06-14,24.4,19.3,29.7,0.0,2.3,58.0,29.3,,18.36,7.6,6.3,15.3,1003.6
2000-06-15,24.9,19.2,32.0,,2.0,67.8,29.2,,16.56,6.8,6.2,18.0,1009.1
2000-06-16,25.3,20.2,30.0,,1.8,69.4,28.5,,11.12,7.2,3.7,19.1,1012.4
2000-06-17,25.6,22.0,30.5,,1.8,64.6,28.6,,11.99,7.1,5.0,18.2,1010.5
2000-06-18,26.3,21.1,33.9,,2.0,57.9,30.8,,18.33,7.7,6.7,16.9,1010.0
2000-06-19,25.9,20.0,33.3,,2.4,56.9,31.3,,20.38,7.8,7.9,16.4,1009.6
2000-06-20,26.1,20.4,32.4,,1.6,64.0,30.5,,13.58,7.2,5.5,18.3,1007.8
2000-06-21,26.0,21.5,32.5,,2.4,59.3,30.2,,16.36,8.4,6.6,17.1,1007.1
2000-06-22,23.3,20.2,28.4,9.8,1.1,73.3,24.2,,9.12,7.5,2.9,18.0,1005.3
2000-06-23,23.0,20.6,26.8,0.3,1.0,77.1,23.2,,5.99,6.5,2.2,18.7,1004.5
2000-06-24,24.5,20.1,28.3,,1.4,69.4,26.9,,13.0,7.0,4.5,18.5,1004.9
2000-06-25,25.1,21.7,28.1,,1.7,71.3,26.4,,9.9,9.2,4.1,19.5,1006.9
2000-06-26,24.1,22.6,26.6,7.5,1.2,83.6,24.4,,3.57,5.6,1.5,21.1,1004.8
2000-06-27,24.3,20.4,29.3,21.4,2.4,72.9,25.0,,12.17,10.6,4.7,18.7,1001.3
2000-06-28,25.9,19.9,33.4,,1.9,63.1,29.1,,22.27,8.7,7.1,17.7,1004.3
2000-06-29,23.3,20.9,25.7,21.5,1.4,84.1,23.6,,4.51,7.0,1.2,20.5,1002.1
2000-06-30,23.0,20.5,26.8,3.7,3.3,82.4,23.5,,7.53,10.3,2.0,19.7,1005.0
2000-07-01,25.6,19.9,31.0,,1.4,69.3,26.3,,14.22,6.8,3.4,19.2,1010.3
2000-07-02,27.2,24.1,33.0,,1.8,73.4,29.0,,16.6,8.6,5.0,21.7,1012.7
2000-07-03,28.1,23.2,33.2,,1.8,69.9,32.6,,21.48,8.2,7.1,21.8,1012.5
2000-07-04,28.2,23.2,33.8,0.1,1.2,68.8,30.6,,16.2,7.5,4.7,21.7,1012.2
2000-07-05,28.4,22.8,33.9,,1.7,68.6,31.9,,16.61,7.2,5.9,21.8,1011.9
2000-07-06,29.0,23.8,34.2,,2.1,67.8,34.0,,21.36,8.1,7.7,22.1,1007.1
2000-07-07,27.8,24.2,33.4,,2.1,62.3,33.3,,19.14,8.9,8.2,19.8,1004.3
2000-07-08,27.0,22.1,33.0,,2.0,52.4,31.7,,18.84,6.8,6.7,16.2,1005.0
2000-07-09,26.8,22.7,30.5,,2.1,67.3,32.2,,17.32,9.1,5.1,20.1,1009.3
2000-07-10,28.7,22.8,34.0,0.0,1.1,60.9,33.9,,16.03,7.6,7.3,20.0,1009.9
2000-07-11,23.5,20.1,27.8,23.0,4.0,88.9,24.3,,3.55,14.3,1.6,21.6,1004.0
2000-07-12,25.4,20.1,28.7,4.0,4.4,81.0,25.9,,14.5,14.9,1.1,21.7,1002.1
2000-07-13,25.9,23.1,31.0,,3.0,79.1,26.1,,11.43,8.2,4.2,21.9,1004.5
2000-07-14,26.6,23.0,30.6,,1.5,72.1,28.2,,14.5,7.2,4.2,21.1,1005.0
2000-07-15,26.6,24.0,30.7,,2.1,74.8,27.8,,7.48,8.2,3.2,21.7,1006.9
2000-07-16,25.7,23.5,28.6,,2.4,80.4,28.3,,8.76,6.7,2.7,22.0,1011.5
2000-07-17,27.0,25.1,30.5,0.0,2.8,77.6,28.5,,11.29,8.1,3.8,22.7,1010.0
2000-07-18,27.7,25.1,32.0,2.0,1.7,77.3,30.0,,9.38,6.8,0.7,23.3,1007.7
2000-07-19,26.8,24.7,28.9,15.8,1.4,85.1,27.3,,5.06,12.0,2.3,24.1,1007.4
2000-07-20,27.9,25.2,31.8,1.7,3.3,80.1,28.9,,10.69,9.9,4.3,24.0,1008.3
2000-07-21,27.5,25.6,30.6,,4.8,79.1,26.5,,8.01,13.3,3.5,23.6,1004.9
2000-07-22,24.8,23.8,26.2,60.6,3.6,92.8,24.8,,1.51,15.0,2.6,23.6,998.1
2000-07-23,25.5,22.7,29.5,,1.7,76.6,27.1,,12.79,5.5,3.5,20.9,997.1
2000-07-24,26.5,22.6,31.0,,1.9,71.4,27.4,,16.6,7.9,5.1,20.6,999.7
2000-07-25,25.8,22.3,29.7,,1.7,74.6,27.7,,13.71,6.0,4.0,20.8,1002.3
2000-07-26,26.9,21.7,31.9,,1.1,69.8,28.3,,13.53,7.6,4.0,20.7,1002.8
2000-07-27,28.3,23.5,33.1,,1.1,65.9,31.3,,16.17,6.1,5.4,20.7,1003.5
2000-07-28,28.3,25.5,31.7,,0.8,65.0,30.5,,8.66,4.6,2.9,21.1,1003.7
2000-07-29,27.5,25.2,29.7,5.6,1.1,77.9,28.0,,8.42,7.3,3.0,23.3,999.5
2000-07-30,23.9,20.6,26.6,1.5,1.1,78.8,24.8,,6.53,10.4,1.7,19.9,997.5
2000-07-31,25.3,20.7,30.4,0.4,1.5,68.0,26.7,,18.14,6.3,7.3,18.7,999.8
2000-08-01,26.3,21.2,31.2,,1.5,69.5,29.0,,16.34,6.4,4.0,20.1,1007.3
2000-08-02,28.8,22.6,35.1,,1.0,59.8,32.8,,20.46,5.9,7.8,19.5,1009.1
2000-08-03,28.3,23.4,32.7,0.2,1.5,61.6,32.2,,16.57,6.2,6.5,20.1,1010.6
2000-08-04,24.6,21.5,29.4,32.7,1.9,84.3,26.4,,10.82,8.5,2.6,21.7,1012.2
2000-08-05,25.2,23.2,28.4,3.4,0.5,90.9,26.6,,6.54,4.2,1.7,23.7,1014.1
2000-08-06,24.4,23.5,25.5,7.9,0.8,92.0,25.2,,4.97,5.3,1.1,23.0,1013.5
2000-08-07,24.6,23.0,28.2,43.4,1.0,92.0,24.8,,5.66,11.3,1.9,23.1,1012.5
2000-08-08,26.5,22.9,31.7,0.0,0.9,81.6,27.2,,11.72,4.6,3.9,23.0,1012.4
2000-08-09,26.9,23.5,31.6,14.5,1.2,77.1,28.1,,13.15,11.6,6.5,22.3,1011.6
2000-08-10,27.5,23.6,32.2,,1.7,76.0,28.3,,14.92,7.6,5.0,22.7,1009.8
2000-08-11,28.0,24.3,32.9,,2.0,73.5,29.9,,17.51,7.7,6.0,22.6,1008.9
2000-08-12,28.6,23.6,33.1,,1.7,73.1,32.0,,17.34,7.3,6.3,23.1,1007.4
2000-08-13,28.9,24.6,33.3,,1.5,67.8,31.6,,13.98,5.8,5.0,22.1,1006.7
2000-08-14,28.1,25.2,32.2,,2.8,73.4,31.7,,17.52,8.3,7.0,22.6,1006.3
2000-08-15,28.3,24.8,32.6,,1.9,73.0,32.1,,13.13,7.7,5.0,22.9,1005.3
2000-08-16,28.3,24.6,32.3,,0.9,72.8,30.3,,9.53,8.2,3.5,22.6,1004.1
2000-08-17,28.8,25.0,35.0,0.0,1.4,68.4,31.8,,13.61,7.3,5.6,22.4,1005.7
2000-08-18,28.9,25.5,34.5,0.0,1.8,67.3,32.0,,15.47,9.2,1.1,22.0,1007.0
2000-08-19,24.6,22.1,26.9,14.2,1.6,83.0,25.4,,5.18,6.0,1.8,21.5,1005.0
2000-08-20,22.1,20.3,24.6,71.1,1.8,95.9,23.4,,3.77,7.5,0.9,21.4,999.4
2000-08-21,22.7,19.0,26.2,27.2,4.4,86.3,23.4,,10.58,15.4,4.1,20.2,1003.0
2000-08-22,25.1,21.7,28.8,0.0,3.0,74.5,26.1,,17.46,10.2,5.3,19.9,1011.8
2000-08-23,25.4,21.1,30.2,3.3,1.4,75.6,26.1,,13.78,6.6,3.3,20.4,1014.7
2000-08-24,23.4,21.8,25.4,10.1,1.0,88.8,24.4,,4.58,11.1,0.9,21.8,1013.0
2000-08-25,22.0,20.6,23.5,122.9,1.1,94.8,22.6,,2.32,6.1,1.0,21.1,1007.7
2000-08-26,22.1,21.0,23.0,89.3,1.3,96.0,22.5,,2.42,8.7,1.0,21.5,1007.2
2000-08-27,25.0,22.5,27.1,26.1,1.5,89.8,24.6,,3.42,7.0,1.2,23.2,1008.3
2000-08-28,25.3,23.3,29.0,82.3,1.0,90.1,26.5,,7.28,8.7,3.5,23.5,1012.5
2000-08-29,28.1,23.1,32.5,,1.2,74.3,29.4,,17.56,6.0,5.3,22.7,1011.9
2000-08-30,29.1,24.2,33.6,,1.7,64.3,30.5,,19.2,7.3,6.8,21.3,1009.7
2000-08-31,25.4,22.6,27.5,50.8,4.3,83.0,24.6,,3.71,21.5,2.2,22.2,998.0
2000-09-01,24.4,22.8,26.0,7.1,6.6,88.4,24.0,,3.7,22.4,4.0,22.3,1001.8
2000-09-02,26.0,23.3,30.6,,2.5,81.3,27.1,,12.6,6.9,3.4,22.3,1009.8
2000-09-03,25.1,22.5,31.0,9.5,1.0,83.1,26.7,,10.35,10.9,3.3,21.8,1011.4
2000-09-04,24.9,20.1,29.9,,1.4,61.3,26.0,,19.4,8.2,6.2,16.5,1010.1
2000-09-05,23.6,18.4,28.5,,1.6,66.6,25.9,,17.39,6.9,5.4,16.9,1007.3
2000-09-06,22.5,19.8,25.9,5.8,1.4,81.4,23.7,,8.37,7.7,2.9,19.0,1006.9
2000-09-07,20.7,19.2,22.8,0.1,1.9,69.6,21.5,,8.11,7.8,3.0,14.8,1012.9
2000-09-08,20.6,18.0,23.2,0.6,1.8,75.3,21.4,,5.74,6.7,2.4,16.0,1016.8
2000-09-09,20.2,17.1,22.8,0.3,1.5,74.1,21.3,,6.51,6.9,2.8,15.3,1015.1
2000-09-10,22.2,17.1,28.0,,1.0,59.1,24.4,,17.4,5.3,5.2,13.4,1013.1
2000-09-11,21.3,18.4,25.7,,2.0,55.6,22.9,,14.32,9.2,4.9,12.0,1012.8
2000-09-12,20.1,16.3,24.2,,2.1,52.5,20.6,,9.64,9.8,3.7,10.1,1015.0
