tm,avgTa,minTa,maxTa,sumRn,avgWs,avgRhm,avgTs,ddMefs,sumGsr,maxInsWs,sumSmlEv,avgTd,avgPs
2009-10-01,21.7,17.9,26.4,,1.9,64.6,22.2,,15.46,7.4,4.2,14.3,1015.7
2009-10-02,19.0,15.6,24.1,,2.6,56.5,20.8,,17.03,10.5,5.2,9.3,1009.6
2009-10-03,17.9,12.6,22.8,4.0,2.5,52.6,19.1,,17.86,9.2,6.3,7.2,1013.3
2009-10-04,17.0,12.2,21.9,,1.9,50.9,18.0,,16.75,7.1,4.6,5.4,1016.7
2009-10-05,17.5,11.7,23.3,,1.7,62.4,17.2,,14.55,6.9,3.2,9.8,1018.1
2009-10-06,19.0,14.3,24.7,,1.5,56.5,19.6,,17.69,6.9,4.8,8.8,1019.1
2009-10-07,18.0,13.7,23.7,,3.7,50.8,18.9,,16.94,11.7,5.3,7.3,1017.4
2009-10-08,16.2,11.5,21.5,,2.1,45.6,18.1,,18.1,8.7,4.3,3.9,1014.5
2009-10-09,15.8,11.5,20.6,,2.0,52.0,17.6,,15.68,6.7,4.0,5.5,1015.5
2009-10-10,16.0,10.9,21.3,,1.7,57.4,17.6,,16.71,6.9,3.9,6.9,1019.2
2009-10-11,16.4,11.4,21.7,,1.6,59.8,17.1,,14.42,5.4,3.6,8.0,1021.3
2009-10-12,15.9,11.8,19.8,,2.0,60.9,16.4,,12.83,7.7,2.6,7.9,1017.5
2009-10-13,14.5,11.1,19.2,13.0,1.8,70.4,15.2,,9.84,10.0,2.9,8.8,1015.4
2009-10-14,14.7,10.8,20.1,0.4,1.5,71.8,16.2,,15.17,5.8,2.8,9.2,1017.0
2009-10-15,15.9,10.4,21.6,,2.0,68.6,15.8,,15.91,8.3,3.6,9.4,1018.1
2009-10-16,16.8,12.1,21.5,2.5,2.5,70.4,16.3,,10.98,9.4,3.9,10.9,1011.2
2009-10-17,13.6,11.2,17.5,13.5,3.3,67.4,14.5,,13.4,15.4,3.4,7.2,1005.0
2009-10-18,14.2,9.8,18.7,,2.3,53.3,13.7,,15.84,9.2,4.6,4.3,1008.4
2009-10-19,11.8,9.0,14.9,10.0,4.0,61.1,12.2,,10.61,17.2,3.3,4.1,1007.6
2009-10-20,10.8,6.2,15.6,,2.0,50.0,11.4,,15.56,7.0,3.1,0.3,1017.4
2009-10-21,13.8,9.8,18.5,,2.0,53.8,13.4,,15.72,10.2,3.9,3.6,1020.6
2009-10-22,13.1,7.2,18.8,,1.5,54.3,12.0,,11.84,4.7,2.7,3.4,1020.3
2009-10-23,15.0,10.6,19.9,4.0,2.2,71.6,15.4,,9.58,6.2,1.8,9.7,1018.6
2009-10-24,16.6,13.2,20.7,,2.6,64.4,15.5,,10.94,7.0,2.7,9.6,1019.6
2009-10-25,16.2,13.0,20.6,,1.6,68.0,15.2,,9.85,5.4,2.1,10.1,1020.1
2009-10-26,15.8,11.5,21.2,,1.9,77.4,15.4,,11.7,7.6,2.3,11.5,1016.4
2009-10-27,15.5,12.9,20.1,,2.1,75.0,15.5,,11.73,7.1,3.5,10.7,1018.2
2009-10-28,14.7,10.5,20.0,,1.4,69.4,13.7,,10.61,4.8,2.2,8.7,1022.8
2009-10-29,17.0,11.3,22.8,,2.0,59.1,14.8,,10.4,10.0,2.8,8.5,1021.4
2009-10-30,18.6,15.1,24.0,,1.5,64.6,17.4,,11.12,5.4,2.8,11.4,1022.7
2009-10-31,16.2,13.3,19.1,19.5,2.8,80.3,14.8,,1.48,11.7,1.3,12.6,1016.1
2009-11-01,9.7,5.2,13.4,4.0,3.2,74.8,11.9,,5.89,10.1,2.0,5.2,1018.2
2009-11-02,0.0,-2.3,5.2,,4.2,40.3,3.0,,14.56,10.4,2.8,-12.1,1029.0
2009-11-03,2.9,-2.8,6.1,,1.6,53.6,2.3,,6.72,5.0,0.7,-5.7,1032.0
2009-11-04,11.4,4.3,16.3,0.0,2.7,70.3,10.2,,5.61,11.2,0.9,5.9,1026.1
2009-11-05,14.2,11.4,17.9,0.3,1.5,75.0,13.1,,7.18,5.8,1.0,9.5,1022.3
2009-11-06,14.6,10.4,19.7,0.1,2.0,78.5,13.3,,7.81,8.6,1.5,10.7,1017.7
2009-11-07,17.0,12.8,20.0,4.5,1.4,80.9,15.4,,4.77,5.3,2.6,13.5,1017.0
2009-11-08,16.9,15.3,19.8,34.0,1.5,89.9,16.3,,3.45,7.7,2.6,15.1,1014.7
2009-11-09,16.8,14.3,21.8,,2.2,75.4,15.6,,9.53,8.0,2.9,12.1,1014.6
2009-11-10,13.0,9.7,14.7,,4.7,58.6,11.8,,3.47,11.9,2.2,5.0,1014.5
2009-11-11,9.3,6.4,13.9,,4.1,50.3,9.3,,11.85,12.3,3.5,-0.7,1022.4
2009-11-12,8.8,6.0,12.4,,3.9,53.4,7.3,,11.4,11.0,2.8,-0.3,1027.7
2009-11-13,9.3,8.2,10.3,2.5,2.5,79.9,9.3,,3.11,9.0,0.6,5.8,1017.5
2009-11-14,5.1,0.7,8.8,,4.0,64.3,6.0,,7.92,11.3,2.4,-1.5,1016.1
2009-11-15,-0.5,-2.9,1.9,0.0,4.2,56.1,1.5,,12.62,11.0,2.6,-8.2,1024.8
2009-11-16,-1.8,-4.2,1.0,,2.6,50.8,0.7,,10.87,7.5,2.0,-10.8,1030.4
2009-11-17,-1.1,-2.9,1.9,,3.0,44.4,0.8,,11.65,9.0,2.7,-12.1,1028.2
2009-11-18,-0.6,-4.3,3.1,,1.8,35.0,-0.9,,12.66,7.1,1.8,-14.6,1029.9
2009-11-19,1.8,-0.7,5.9,0.0,2.4,43.4,1.5,,8.84,8.6,1.7,-9.6,1031.4
2009-11-20,1.4,-2.0,4.8,0.5,1.9,58.3,1.8,,7.46,7.6,1.0,-6.4,1030.0
2009-11-21,-0.1,-3.4,3.8,,2.4,40.0,0.6,,12.1,8.2,1.7,-12.6,1030.0
2009-11-22,3.3,-1.0,6.8,1.0,1.8,60.9,2.0,,6.41,7.5,0.3,-4.1,1025.1
2009-11-23,7.5,4.1,12.3,,1.5,68.9,6.0,,7.62,5.2,1.6,1.9,1025.4
2009-11-24,8.6,4.8,13.5,,1.5,63.0,5.6,,9.31,5.1,1.5,1.7,1021.5
2009-11-25,5.9,4.4,7.5,1.5,1.9,81.0,3.8,,2.08,6.0,0.2,2.8,1020.3
2009-11-26,8.0,3.4,13.2,,1.5,77.0,5.5,,9.32,5.2,1.7,3.9,1023.3
2009-11-27,6.8,4.0,8.5,,2.3,75.6,6.0,,3.57,7.0,0.8,2.7,1024.2
2009-11-28,5.8,3.4,9.1,,1.6,71.1,5.9,,6.21,5.6,1.1,0.8,1025.7
2009-11-29,6.4,5.6,7.5,4.0,1.6,79.4,5.7,,1.44,4.5,0.2,2.9,1023.3
2009-11-30,6.3,4.5,9.6,,2.2,67.4,6.0,,9.96,7.7,1.9,0.1,1023.7
2009-12-01,6.2,3.3,10.1,,1.5,72.3,4.6,,6.42,5.5,0.7,1.4,1025.4
2009-12-02,5.6,3.1,8.0,,1.4,76.1,4.2,,4.02,4.0,1.0,1.6,1024.4
2009-12-03,4.6,3.5,5.9,0.5,2.1,77.8,4.7,,1.85,7.6,1.0,1.0,1021.1
2009-12-04,4.1,0.8,8.1,,1.4,69.3,2.8,,7.16,5.3,1.3,-1.2,1020.2
2009-12-05,0.0,-4.6,5.6,11.5,4.8,60.9,1.4,,6.5,15.9,2.0,-7.0,1015.5
2009-12-06,-3.5,-6.3,-0.3,,2.7,33.0,-2.9,,10.99,9.7,2.0,-17.7,1026.7
2009-12-07,-0.1,-5.3,5.1,,1.5,48.6,-1.4,,9.34,6.0,1.1,-10.0,1030.0
2009-12-08,1.3,-1.4,3.8,0.2,1.6,79.3,-0.5,,2.27,5.6,0.1,-1.9,1027.7
2009-12-09,4.9,0.9,8.6,,1.9,74.8,2.4,,5.61,6.4,1.4,0.6,1023.9
2009-12-10,7.6,6.7,8.5,2.5,3.1,80.6,5.9,,1.5,7.6,0.2,4.4,1018.1
2009-12-11,7.7,6.6,8.8,0.5,1.9,85.9,7.2,,2.61,6.9,0.7,5.4,1018.0
2009-12-12,5.1,2.4,7.8,,2.9,69.8,4.9,,9.32,7.4,1.7,-0.1,1021.7
2009-12-13,2.1,-0.4,6.2,,2.7,52.1,2.0,,8.34,7.3,2.0,-7.2,1022.4
2009-12-14,-0.3,-2.6,3.6,,2.9,34.6,-0.9,,10.39,8.6,2.7,-14.9,1027.9
2009-12-15,-4.2,-7.5,-1.5,,3.2,34.8,-2.9,,7.55,9.5,1.6,-17.8,1029.5
2009-12-16,-6.3,-9.2,-3.0,,2.9,39.8,-5.3,,10.33,9.0,1.0,-18.1,1027.9
2009-12-17,-7.2,-10.2,-3.2,,3.2,47.8,-6.1,,9.56,9.9,1.6,-16.6,1025.0
2009-12-18,-9.3,-12.0,-5.7,,3.3,48.8,-7.6,,10.22,10.7,1.4,-18.3,1026.7
2009-12-19,-7.9,-10.8,-4.3,,3.4,49.4,-6.9,,10.25,9.8,0.9,-16.9,1026.2
2009-12-20,-5.3,-8.8,-0.9,0.0,2.4,48.4,-5.4,,8.08,9.6,1.4,-14.8,1021.7
2009-12-21,-3.6,-8.5,0.5,,1.7,39.5,-5.2,,9.76,6.8,1.9,-15.7,1025.8
2009-12-22,3.3,-2.4,7.8,,2.2,61.3,0.0,,5.82,11.7,0.2,-3.5,1021.2
2009-12-23,4.4,1.5,7.7,1.0,1.8,72.1,2.4,,6.47,5.8,1.5,-0.4,1020.1
2009-12-24,2.8,-1.0,6.7,,1.7,68.1,0.4,,6.08,5.6,1.1,-2.6,1020.5
2009-12-25,0.6,-4.6,4.0,1.9,3.0,77.5,0.0,0.4,2.05,13.8,0.7,-3.0,1016.2
2009-12-26,-8.1,-11.0,-4.6,,3.2,51.9,-3.8,,10.08,9.2,1.4,-16.3,1024.5
2009-12-27,-7.9,-9.9,-5.5,2.2,2.0,69.1,-4.7,2.6,3.71,6.5,0.3,-13.1,1022.7
2009-12-28,-8.6,-10.8,-5.4,,2.2,59.4,-4.0,,11.35,7.2,1.5,-15.5,1022.9
2009-12-29,-4.5,-9.9,1.6,0.9,2.8,68.3,-3.4,0.3,4.83,8.2,0.2,-9.7,1017.5
2009-12-30,-4.0,-9.5,1.8,0.3,3.8,69.3,-1.0,0.6,5.93,11.0,0.8,-8.8,1015.8
2009-12-31,-10.8,-12.9,-8.3,,3.5,47.3,-4.5,,10.27,10.8,1.3,-20.1,1023.1
2010-01-01,-7.6,-12.7,-3.6,,1.9,48.0,-4.6,,8.63,7.5,0.6,-16.9,1021.7
2010-01-02,-3.6,-7.4,0.2,1.4,2.8,76.4,-1.7,1.6,3.56,7.2,0.1,-7.2,1017.2
2010-01-03,-6.8,-10.5,-3.2,,2.2,49.3,-3.3,,9.95,7.2,1.0,-15.9,1021.8
2010-01-04,-5.9,-8.0,-3.4,14.2,3.0,84.1,-1.9,25.8,2.87,7.9,0.3,-8.1,1013.4
2010-01-05,-9.9,-12.3,-7.0,0.0,2.9,66.4,-0.7,,9.99,7.6,0.9,-15.0,1022.6
2010-01-06,-11.2,-13.3,-8.1,,1.9,65.5,-0.9,,10.59,6.6,1.1,-16.4,1025.8
2010-01-07,-10.1,-13.6,-5.5,,1.7,66.8,-1.0,,9.64,5.5,0.7,-15.3,1026.8
2010-01-08,-8.0,-11.8,-3.3,,1.7,67.4,-1.0,,9.18,5.8,0.4,-13.1,1025.1
2010-01-09,-5.1,-8.7,-1.9,0.4,1.5,75.8,-0.8,0.5,4.86,4.8,0.7,-8.8,1025.8
2010-01-10,-3.4,-5.3,-0.3,,1.7,79.1,-0.4,,6.28,5.7,2.5,-6.5,1027.2
2010-01-11,-5.2,-8.3,-1.3,,2.3,75.1,-0.6,,5.68,6.8,0.4,-9.0,1024.2
2010-01-12,-10.3,-12.9,-7.3,,2.9,52.1,-1.1,,10.69,8.2,1.5,-18.5,1021.8
2010-01-13,-13.2,-15.3,-10.7,,3.2,53.4,-1.8,,11.04,9.1,0.7,-20.7,1024.5
2010-01-14,-9.1,-14.4,-4.1,0.0,1.8,55.8,-1.8,,9.93,5.8,0.6,-16.5,1028.7
2010-01-15,-5.0,-7.5,-0.6,0.3,2.4,65.1,-1.0,0.6,8.52,7.8,1.1,-10.6,1030.9
2010-01-16,-6.4,-10.1,-2.1,,1.9,52.5,-1.4,,10.78,5.9,1.6,-15.1,1034.1
2010-01-17,-4.0,-9.0,1.4,,1.4,61.0,-1.4,,10.14,5.9,0.8,-10.7,1033.6
2010-01-18,-0.5,-3.9,1.9,,1.6,69.6,-0.7,,3.6,4.4,0.9,-5.4,1031.6
2010-01-19,2.7,-1.6,6.8,3.0,2.2,72.1,-0.2,,8.14,6.1,0.3,-2.2,1027.6
2010-01-20,5.8,2.4,8.4,7.0,1.7,96.5,0.4,,0.75,8.0,0.9,5.3,1017.2
2010-01-21,-4.1,-8.0,2.4,0.5,4.1,60.8,-0.4,,11.62,10.3,1.7,-10.7,1023.2
2010-01-22,-7.0,-9.6,-3.4,,3.5,47.3,-2.9,,11.4,9.8,1.0,-16.6,1028.4
2010-01-23,-5.3,-9.1,-0.9,,2.1,46.4,-3.5,,12.31,7.0,1.7,-15.4,1026.8
2010-01-24,0.3,-4.5,3.8,,2.9,66.6,-0.7,,9.25,10.5,1.3,-5.3,1022.3
2010-01-25,-3.0,-8.5,2.6,,3.6,52.4,-0.6,,12.07,11.5,1.6,-11.8,1024.8
2010-01-26,-4.1,-9.5,1.1,,1.9,53.1,-2.7,,12.44,7.6,0.9,-12.7,1031.1
2010-01-27,-0.2,-4.0,3.1,2.5,2.1,72.6,-1.3,0.4,6.0,6.2,0.5,-5.2,1018.5
2010-01-28,-0.4,-5.0,2.7,,3.6,68.1,0.5,,10.56,10.5,1.8,-6.0,1019.7
2010-01-29,-2.1,-7.3,1.4,0.0,2.7,55.1,-0.9,,7.83,10.6,0.7,-10.0,1023.5
2010-01-30,1.5,-1.7,5.0,,2.0,67.4,-0.3,,5.98,7.0,1.3,-4.1,1022.4
2010-01-31,1.8,-0.5,4.3,,1.3,82.4,0.2,,3.19,3.5,0.1,-1.0,1021.0
2010-02-01,0.8,-2.6,5.1,,2.6,71.6,0.9,,9.13,9.3,1.2,-4.1,1018.0
2010-02-02,-6.2,-9.1,-2.6,,3.7,29.6,-2.0,,13.38,10.2,1.5,-21.6,1024.6
2010-02-03,-8.0,-10.8,-5.0,,3.3,37.1,-4.3,,13.85,12.2,1.4,-20.4,1027.7
2010-02-04,-4.3,-8.3,-0.6,0.0,2.8,50.3,-2.2,0.1,12.62,11.3,1.5,-13.4,1025.6
2010-02-05,-5.5,-7.9,-1.9,,3.0,34.5,-3.1,,14.08,8.0,2.0,-19.1,1026.9
2010-02-06,-4.7,-9.6,0.9,,2.3,36.6,-2.9,,14.09,7.2,1.7,-17.8,1030.3
2010-02-07,0.7,-6.3,5.6,,1.6,31.3,-1.4,,10.63,6.3,1.2,-15.6,1026.8
2010-02-08,4.0,3.0,5.7,0.0,1.6,47.9,0.9,,1.66,4.7,0.3,-6.9,1018.6
2010-02-09,3.7,2.9,4.4,12.0,1.3,87.4,1.2,,1.23,5.5,0.4,1.7,1016.8
2010-02-10,3.9,3.1,5.0,2.0,1.9,80.3,1.2,,1.34,6.8,0.4,0.8,1017.6
2010-02-11,0.6,-0.8,3.5,10.5,3.3,84.4,0.3,7.1,3.32,10.1,0.4,-1.8,1020.3
2010-02-12,-0.3,-1.8,1.1,0.3,2.1,82.0,0.1,0.4,4.59,6.7,0.1,-3.0,1024.7
2010-02-13,-2.3,-3.3,-0.3,1.3,3.0,69.8,0.2,2.2,12.41,7.5,1.3,-7.2,1026.7
2010-02-14,-2.2,-5.0,1.2,,1.6,47.3,0.1,,8.83,6.1,1.3,-12.3,1028.8
2010-02-15,-3.1,-6.0,-0.3,,2.6,49.9,0.0,,11.19,8.2,1.2,-12.3,1026.7
2010-02-16,-4.5,-8.0,-0.4,,2.7,44.6,-0.8,,15.97,7.4,1.6,-15.1,1028.6
2010-02-17,-3.2,-7.2,0.3,0.2,1.9,52.0,-1.6,0.4,7.93,9.5,0.7,-12.0,1025.0
2010-02-18,-2.9,-4.4,-1.0,2.5,3.2,55.9,-0.2,4.8,14.23,12.3,1.8,-11.6,1022.7
2010-02-19,-1.0,-4.7,2.5,,2.4,54.5,-0.7,,15.26,8.1,1.7,-9.4,1020.3
2010-02-20,3.0,-1.6,8.1,,1.8,65.3,0.4,,14.38,7.4,2.0,-3.2,1021.4
2010-02-21,4.8,0.0,9.6,,2.2,57.1,1.8,,12.72,7.4,1.3,-3.5,1019.9
2010-02-22,6.5,3.5,11.0,0.0,2.5,66.8,3.6,,11.29,9.1,1.7,0.3,1018.1
2010-02-23,8.2,1.6,16.2,,2.1,50.5,4.1,,15.21,8.1,2.9,-3.1,1016.4
2010-02-24,12.2,5.5,17.9,,2.0,47.9,5.3,,12.26,7.8,2.2,1.0,1013.7
2010-02-25,12.0,9.8,14.8,26.5,2.1,91.3,9.4,,0.73,10.2,1.1,10.4,1008.2
2010-02-26,12.0,9.0,17.2,,1.6,73.1,11.9,,12.72,5.8,2.7,6.8,1012.1
2010-02-27,8.6,6.0,11.0,,2.6,65.6,8.9,,9.35,9.5,2.0,2.3,1015.4
2010-02-28,6.8,5.4,9.1,0.0,2.2,74.4,7.5,,6.64,6.7,0.4,2.4,1019.3
2010-03-01,2.9,1.1,6.3,17.0,4.1,78.9,3.9,,3.12,12.2,0.1,-0.6,1015.0
2010-03-02,2.7,0.6,4.8,,2.6,72.6,3.1,,3.59,8.6,1.0,-1.7,1017.6
2010-03-03,4.4,-1.5,10.2,,2.2,54.5,5.4,,16.6,6.7,2.5,-4.5,1022.8
2010-03-04,5.5,4.5,6.3,1.5,2.8,71.9,5.2,,3.72,8.2,0.1,0.6,1015.6
2010-03-05,6.4,3.9,9.5,0.3,2.3,69.8,7.2,,9.42,7.0,2.0,1.0,1018.2
2010-03-06,6.0,2.0,10.7,,2.3,55.4,6.6,,11.5,7.5,2.5,-2.5,1022.3
2010-03-07,4.9,2.6,7.8,,3.1,49.3,5.7,,11.18,8.1,2.2,-5.0,1027.1
2010-03-08,4.1,1.0,7.7,,2.9,46.8,3.9,,11.15,8.5,2.3,-6.4,1031.0
2010-03-09,1.5,-3.9,5.7,14.0,2.6,68.1,3.1,7.6,7.77,10.6,0.2,-4.3,1022.8
2010-03-10,-1.4,-4.0,0.5,7.1,2.7,82.4,0.6,7.5,5.91,8.7,1.8,-4.1,1019.8
2010-03-11,2.3,-2.7,6.0,,3.0,62.8,1.1,,15.6,9.1,2.7,-4.3,1023.1
2010-03-12,5.8,0.9,10.0,,4.3,63.0,4.3,,3.02,16.2,1.4,-0.9,1016.5
2010-03-13,2.4,-1.9,7.9,,2.4,30.5,4.4,,19.12,8.4,3.7,-14.0,1027.3
2010-03-14,7.2,1.2,12.6,7.0,2.8,46.8,4.4,,8.85,8.5,2.0,-5.7,1022.7
2010-03-15,7.9,2.8,11.1,12.5,3.4,74.4,7.8,,4.64,11.7,2.0,3.1,1010.2
2010-03-16,0.7,-1.0,3.9,,4.6,37.6,3.0,,19.85,14.3,4.2,-12.3,1022.2
2010-03-17,-0.1,-1.9,3.1,1.0,1.7,54.5,1.2,1.1,11.19,6.6,1.1,-9.3,1025.9
2010-03-18,0.5,-2.8,4.6,0.0,3.1,53.0,4.0,,21.52,9.0,2.2,-8.4,1020.5
2010-03-19,4.5,-1.7,8.9,,2.1,46.0,4.9,,14.37,6.4,3.0,-6.7,1011.4
2010-03-20,6.8,1.1,11.3,0.2,3.6,70.5,6.7,,1.32,16.7,1.2,1.6,1000.4
2010-03-21,2.7,-0.7,7.1,,4.6,46.1,4.8,,20.97,14.8,3.0,-8.2,1015.8
2010-03-22,2.1,-0.1,5.0,9.9,1.4,80.6,2.5,2.9,3.17,6.2,0.7,-1.1,1018.9
2010-03-23,5.9,0.7,10.3,,1.8,67.9,6.9,,15.97,7.2,2.9,-0.1,1018.0
2010-03-24,8.7,4.3,13.8,,2.3,50.3,8.5,,16.62,8.5,3.7,-1.3,1018.0
2010-03-26,2.0,-2.9,4.7,0.0,3.9,46.8,2.9,,16.23,15.3,2.2,-9.1,1023.6
2010-03-27,5.4,4.0,7.2,,3.5,74.0,5.3,,4.44,9.3,1.2,1.0,1023.8
2010-03-28,4.1,-0.1,9.2,,3.2,47.3,7.3,,22.11,9.9,4.2,-7.3,1025.2
2010-03-29,5.8,0.6,11.3,,2.8,35.6,7.6,,20.88,8.1,4.1,-8.6,1028.4
2010-03-30,8.3,3.3,14.2,,2.2,50.1,9.9,,16.67,7.7,3.3,-1.8,1027.7
2010-03-31,7.3,5.9,8.7,9.5,2.3,84.9,8.2,,2.51,6.3,0.6,4.7,1017.1
2010-04-01,7.0,3.6,9.9,1.0,2.7,74.3,7.4,,3.21,9.5,0.7,2.2,1012.7
2010-04-02,5.5,1.3,10.3,,3.7,43.1,8.2,,22.26,14.7,4.7,-7.4,1017.8
2010-04-03,5.0,1.1,9.5,,3.1,30.1,8.2,,23.36,10.4,4.5,-11.9,1024.8
2010-04-04,7.7,2.3,14.5,,2.6,38.9,7.9,,19.02,9.4,3.8,-6.8,1019.9
2010-04-05,10.4,4.8,14.8,0.0,2.2,59.9,10.6,,16.19,11.1,3.8,2.5,1015.3
2010-04-06,8.5,4.8,11.7,,3.6,52.9,10.2,,13.25,10.7,3.8,-1.5,1017.4
2010-04-08,9.1,3.3,15.5,,2.3,43.5,11.0,,21.63,9.2,4.7,-3.7,1022.4
2010-04-09,11.4,5.4,17.4,,2.0,50.4,13.0,,22.23,8.4,4.9,1.0,1018.1
2010-04-10,10.7,8.8,13.5,,2.0,62.3,10.3,,3.6,6.9,1.2,3.5,1014.7
2010-04-11,13.6,6.7,19.9,0.1,2.1,50.8,13.2,,14.83,7.6,4.3,2.5,1014.7
2010-04-12,13.2,9.6,18.5,7.0,3.0,53.6,14.8,,12.53,10.6,4.0,3.1,1010.3
2010-04-13,4.4,2.4,9.6,1.0,5.2,50.1,7.5,,15.46,14.9,3.8,-5.9,1018.1
2010-04-14,4.0,1.2,6.4,,3.4,28.8,5.0,,15.55,10.2,3.1,-12.9,1026.2
2010-04-15,7.0,1.6,12.6,,2.4,34.0,9.8,,24.85,9.4,4.6,-9.3,1024.4
2010-04-16,8.0,4.0,13.6,,2.7,39.8,11.2,,23.6,10.0,5.3,-6.0,1023.3
2010-04-17,7.6,4.0,12.0,,2.3,63.4,9.2,,14.7,7.4,2.8,0.8,1026.3
2010-04-18,12.0,6.2,17.0,0.0,2.7,54.3,11.4,,11.78,11.7,3.9,2.4,1023.7
2010-04-19,14.7,12.7,17.4,0.2,1.9,55.6,12.5,,5.22,5.9,1.0,5.8,1017.1
2010-04-21,14.1,10.7,18.5,4.0,3.0,69.9,14.0,,8.76,8.9,4.2,8.2,1015.5
2010-04-22,10.7,9.1,12.7,4.5,2.5,66.9,11.4,,6.53,9.6,2.2,4.4,1013.8
2010-04-24,11.1,5.4,16.8,,2.6,50.1,13.2,,25.38,11.0,5.7,-0.6,1021.8
2010-04-25,13.6,6.9,19.4,,2.0,33.5,14.2,,24.19,8.1,6.0,-3.2,1024.2
2010-04-27,7.5,5.1,10.9,4.5,5.9,71.5,8.8,,8.08,17.2,3.1,2.5,1007.4
2010-04-28,5.0,3.3,7.8,9.5,3.4,77.5,5.8,,3.58,14.0,0.5,1.2,1007.4
2010-04-29,8.5,3.4,12.4,,4.2,62.0,12.0,,21.16,12.3,4.6,1.2,1011.2
2010-04-30,9.6,7.0,13.2,,3.8,63.3,11.2,,20.09,10.4,3.5,2.6,1014.5
2010-05-01,12.3,5.8,17.5,,3.1,49.5,14.0,,24.78,10.1,6.4,0.9,1016.6
2010-05-02,17.2,9.9,23.3,,2.7,43.4,17.8,,23.95,9.7,6.8,4.3,1014.2
2010-05-03,18.2,16.5,19.5,0.0,3.9,79.5,17.0,,3.52,10.7,1.7,14.5,1013.5
2010-05-04,20.2,18.2,25.3,,3.4,70.3,20.3,,10.73,9.1,3.2,14.5,1013.3
2010-05-06,13.4,10.4,19.8,18.0,4.6,83.4,15.1,,7.02,16.2,2.0,10.5,1003.5
2010-05-07,14.6,9.6,20.6,,3.7,52.8,16.5,,26.79,10.1,6.5,4.1,1008.0
2010-05-08,16.7,12.1,23.0,,2.7,49.9,18.5,,24.6,7.6,5.9,5.8,1009.1
2010-05-09,19.0,13.4,25.2,,2.0,45.8,20.7,,21.51,12.3,6.3,6.3,1008.5
2010-05-10,16.1,12.7,20.9,0.1,3.0,51.1,20.1,,24.41,9.3,6.7,5.5,1008.6
2010-05-11,12.9,10.5,17.0,0.4,2.2,60.4,13.9,,10.14,8.5,2.2,5.2,1011.8
2010-05-13,16.0,10.2,21.9,,1.6,54.8,18.7,,21.64,6.4,5.0,5.9,1016.1
2010-05-14,18.0,12.1,23.7,,2.3,40.5,20.3,,26.52,9.5,6.3,3.7,1018.4
2010-05-15,17.0,12.9,21.9,,2.5,49.4,19.6,,21.35,8.9,5.9,5.6,1018.7
2010-05-16,18.2,12.6,25.1,,2.3,48.0,19.6,,25.69,8.6,7.2,6.4,1018.3
2010-05-17,20.3,14.4,27.0,1.0,2.3,47.9,23.3,,22.19,8.1,2.5,7.8,1015.3
2010-05-18,17.3,15.0,19.4,59.0,2.5,94.4,17.8,,1.59,8.4,2.5,16.3,1005.9
2010-05-19,17.1,14.5,20.9,0.5,2.8,82.5,19.7,,15.99,8.9,3.4,14.0,1006.5
2010-05-20,19.5,13.6,25.4,,2.7,65.6,21.4,,25.83,8.3,5.9,12.4,1011.2
2010-05-21,22.1,14.9,28.6,,1.8,49.8,22.6,,24.92,6.6,6.8,9.4,1012.1
2010-05-22,20.1,15.7,25.5,5.5,1.8,61.1,19.7,,7.87,7.4,5.0,11.6,1005.9
2010-05-23,16.1,14.6,18.1,21.5,4.7,78.0,16.0,,3.5,11.5,1.8,12.1,995.0
2010-05-24,13.1,12.2,15.8,15.5,3.2,93.1,15.5,,4.98,8.8,1.6,11.9,993.8
2010-05-25,14.9,12.1,18.8,0.5,1.7,85.6,15.8,,6.31,7.3,1.0,12.4,1000.9
2010-05-26,17.4,14.0,21.7,0.5,2.8,60.8,19.5,,21.65,10.4,5.3,9.1,1011.8
2010-05-27,17.4,11.5,24.0,,2.5,53.0,20.5,,26.66,8.6,5.9,7.3,1016.9
2010-05-28,17.3,14.5,20.4,,1.9,66.4,18.6,,12.68,6.6,2.9,10.8,1015.1
2010-05-29,18.7,14.6,23.3,,1.7,63.1,20.2,,15.34,6.9,3.8,11.1,1011.5
2010-05-30,18.9,15.0,23.4,,2.2,59.4,19.8,,20.45,8.0,3.8,10.5,1011.3
2010-05-31,17.3,14.3,20.0,1.5,2.2,65.5,19.0,,10.4,6.7,2.6,10.4,1014.1
2010-06-01,19.1,12.1,26.2,,2.1,45.0,21.8,,29.74,7.8,7.0,5.1,1014.7
2010-06-02,21.0,14.8,26.6,,1.9,48.1,23.4,,26.02,7.8,6.5,9.1,1016.7
2010-06-03,21.1,16.2,26.5,,2.7,57.5,25.3,,27.59,8.5,6.7,12.0,1018.3
2010-06-04,22.3,16.6,27.9,,2.3,52.0,26.1,,28.12,9.7,7.5,11.1,1016.0
2010-06-05,23.3,17.9,28.4,,2.4,50.1,25.7,,24.91,7.7,7.4,11.3,1013.3
2010-06-06,24.9,19.0,30.9,,1.8,43.6,27.7,,26.55,8.7,7.9,10.8,1012.4
2010-06-07,25.4,20.9,31.4,0.2,2.0,47.0,29.4,,24.2,8.8,6.5,12.6,1013.8
2010-06-08,25.7,19.3,31.8,,2.1,34.1,29.2,,28.51,8.4,8.7,8.0,1014.8
