timestamp,temperature,precipitation,humidity,wind_speed,pressure,data_source
2025-07-10 14:25:39.126937,35.4,0,38.0,2.6,1013,단기예보
2025-07-10 14:29:21.908462,35.5,0,39.0,2.4,1013,단기예보
