id,year,month,day,obs_date,season_type,temperature,min_temp,max_temp,humidity,precipitation,wind_speed,is_flood_risk,actual_flood,data_quality,created_at,avg_temp,pressure,api_success_count,data_source
1.0,2020.0,7,10.0,2020-07-10 00:00:00.000000,rainy,24.5,22.7,27.7,75.0,2.2,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
2.0,2020.0,7,11.0,2020-07-11 00:00:00.000000,rainy,25.8,22.2,30.2,62.6,0.0,2.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
3.0,2020.0,7,12.0,2020-07-12 00:00:00.000000,rainy,23.5,21.7,26.0,71.9,2.9,2.4,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
4.0,2020.0,7,13.0,2020-07-13 00:00:00.000000,rainy,18.7,17.7,21.7,94.8,47.6,4.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
5.0,2020.0,7,14.0,2020-07-14 00:00:00.000000,rainy,20.3,17.2,24.3,79.4,11.5,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
6.0,2020.0,7,15.0,2020-07-15 00:00:00.000000,rainy,23.4,18.9,28.7,63.1,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
7.0,2020.0,7,16.0,2020-07-16 00:00:00.000000,rainy,25.0,20.4,29.7,70.9,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
8.0,2020.0,7,17.0,2020-07-17 00:00:00.000000,rainy,26.0,21.5,31.6,72.0,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
9.0,2020.0,7,18.0,2020-07-18 00:00:00.000000,rainy,26.1,22.8,31.0,71.6,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
10.0,2020.0,7,19.0,2020-07-19 00:00:00.000000,rainy,24.0,20.6,26.6,81.6,29.1,2.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
11.0,2020.0,7,20.0,2020-07-20 00:00:00.000000,rainy,23.8,22.4,26.6,86.3,3.6,3.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
12.0,2020.0,7,21.0,2020-07-21 00:00:00.000000,rainy,25.0,21.4,30.5,77.0,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
13.0,2020.0,7,22.0,2020-07-22 00:00:00.000000,rainy,23.7,22.6,25.7,89.3,11.5,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
14.0,2020.0,7,23.0,2020-07-23 00:00:00.000000,rainy,21.1,18.5,22.6,95.5,103.1,3.6,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
15.0,2020.0,7,24.0,2020-07-24 00:00:00.000000,rainy,22.5,18.7,26.8,74.3,2.9,4.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
16.0,2020.0,7,25.0,2020-07-25 00:00:00.000000,rainy,24.3,22.3,29.0,69.3,0.0,3.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
17.0,2020.0,7,26.0,2020-07-26 00:00:00.000000,rainy,25.4,21.6,29.6,69.3,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
18.0,2020.0,7,27.0,2020-07-27 00:00:00.000000,rainy,24.3,22.9,25.5,86.4,2.2,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
19.0,2020.0,7,28.0,2020-07-28 00:00:00.000000,rainy,24.4,22.7,26.4,84.8,0.4,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
20.0,2020.0,7,29.0,2020-07-29 00:00:00.000000,rainy,23.7,22.6,24.9,95.8,50.1,2.0,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
21.0,2020.0,7,30.0,2020-07-30 00:00:00.000000,rainy,25.3,23.4,28.4,85.5,0.1,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
22.0,2020.0,7,31.0,2020-07-31 00:00:00.000000,rainy,26.2,22.8,29.6,81.9,1.5,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
23.0,2020.0,8,1.0,2020-08-01 00:00:00.000000,rainy,25.3,24.3,26.9,90.9,39.1,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
24.0,2020.0,8,2.0,2020-08-02 00:00:00.000000,rainy,24.9,23.5,26.4,96.3,31.4,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
25.0,2020.0,8,3.0,2020-08-03 00:00:00.000000,rainy,25.0,23.9,26.3,96.3,102.6,3.0,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
26.0,2020.0,8,4.0,2020-08-04 00:00:00.000000,rainy,27.0,25.0,29.4,89.3,3.9,3.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
27.0,2020.0,8,5.0,2020-08-05 00:00:00.000000,rainy,26.5,25.5,29.1,92.1,18.5,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
28.0,2020.0,8,6.0,2020-08-06 00:00:00.000000,rainy,24.1,22.9,26.0,92.8,75.7,3.3,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
29.0,2020.0,8,7.0,2020-08-07 00:00:00.000000,rainy,24.3,22.6,26.1,85.3,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
30.0,2020.0,8,8.0,2020-08-08 00:00:00.000000,rainy,24.2,22.7,26.1,89.5,19.1,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
31.0,2020.0,8,9.0,2020-08-09 00:00:00.000000,rainy,24.9,23.7,25.8,95.4,50.3,2.6,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
32.0,2020.0,8,10.0,2020-08-10 00:00:00.000000,rainy,26.5,24.7,29.5,91.6,44.6,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
33.0,2020.0,8,11.0,2020-08-11 00:00:00.000000,rainy,24.6,22.4,27.3,92.5,97.0,2.2,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
34.0,2020.0,8,12.0,2020-08-12 00:00:00.000000,rainy,27.2,23.5,31.3,83.9,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
35.0,2020.0,8,13.0,2020-08-13 00:00:00.000000,rainy,28.0,26.3,30.3,82.4,0.0,2.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
36.0,2020.0,8,14.0,2020-08-14 00:00:00.000000,rainy,27.1,26.5,28.0,86.1,0.4,3.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
37.0,2020.0,8,15.0,2020-08-15 00:00:00.000000,rainy,26.1,25.0,27.0,96.0,69.0,1.9,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
38.0,2020.0,8,16.0,2020-08-16 00:00:00.000000,rainy,27.4,25.3,30.8,82.6,0.0,3.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
39.0,2020.0,8,17.0,2020-08-17 00:00:00.000000,rainy,28.2,26.1,32.2,77.9,0.0,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
40.0,2020.0,8,18.0,2020-08-18 00:00:00.000000,rainy,27.5,24.0,31.9,76.3,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
41.0,2020.0,8,19.0,2020-08-19 00:00:00.000000,rainy,27.1,23.6,31.4,76.8,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
42.0,2020.0,8,20.0,2020-08-20 00:00:00.000000,rainy,27.7,25.0,31.7,76.0,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
43.0,2020.0,8,21.0,2020-08-21 00:00:00.000000,rainy,26.6,25.2,29.2,83.1,2.5,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
44.0,2020.0,8,22.0,2020-08-22 00:00:00.000000,rainy,24.3,21.7,27.6,87.4,42.6,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
45.0,2020.0,8,23.0,2020-08-23 00:00:00.000000,rainy,25.3,21.5,29.9,78.4,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
46.0,2020.0,8,24.0,2020-08-24 00:00:00.000000,rainy,27.8,23.7,32.0,71.6,0.0,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
47.0,2020.0,8,25.0,2020-08-25 00:00:00.000000,rainy,29.9,26.0,34.5,69.5,0.0,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
48.0,2020.0,8,26.0,2020-08-26 00:00:00.000000,rainy,30.2,27.0,34.5,68.3,0.6,3.4,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
49.0,2020.0,8,27.0,2020-08-27 00:00:00.000000,rainy,27.1,25.6,28.6,84.6,8.7,3.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
50.0,2020.0,8,28.0,2020-08-28 00:00:00.000000,rainy,27.3,26.0,29.7,89.1,13.6,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
51.0,2020.0,8,29.0,2020-08-29 00:00:00.000000,rainy,26.8,25.5,29.0,90.1,13.6,1.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
52.0,2020.0,8,30.0,2020-08-30 00:00:00.000000,rainy,26.8,24.4,30.6,88.8,42.5,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
53.0,2020.0,8,31.0,2020-08-31 00:00:00.000000,rainy,26.4,23.8,30.0,77.9,0.0,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
54.0,2020.0,9,1.0,2020-09-01 00:00:00.000000,rainy,26.6,23.8,29.5,72.4,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
55.0,2020.0,9,2.0,2020-09-02 00:00:00.000000,rainy,24.3,22.6,26.4,91.3,33.3,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
56.0,2020.0,9,3.0,2020-09-03 00:00:00.000000,rainy,22.7,20.0,25.6,82.0,29.8,4.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
57.0,2020.0,9,4.0,2020-09-04 00:00:00.000000,rainy,23.3,19.9,27.5,63.9,0.0,2.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
58.0,2020.0,9,5.0,2020-09-05 00:00:00.000000,rainy,23.3,19.2,27.3,66.6,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
59.0,2020.0,9,6.0,2020-09-06 00:00:00.000000,rainy,21.7,19.5,24.4,80.0,6.4,2.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
60.0,2020.0,9,7.0,2020-09-07 00:00:00.000000,rainy,19.2,17.5,20.6,93.5,61.0,4.2,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
61.0,2020.0,9,8.0,2020-09-08 00:00:00.000000,rainy,23.4,20.6,26.5,71.5,0.0,4.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
62.0,2020.0,9,9.0,2020-09-09 00:00:00.000000,rainy,21.1,19.0,25.3,83.4,1.3,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
63.0,2020.0,9,10.0,2020-09-10 00:00:00.000000,rainy,22.8,18.8,27.0,75.8,3.9,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
64.0,2020.0,9,11.0,2020-09-11 00:00:00.000000,rainy,22.4,19.2,27.1,72.6,1.2,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
65.0,2020.0,9,12.0,2020-09-12 00:00:00.000000,rainy,20.2,18.1,23.2,83.8,5.7,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
66.0,2020.0,9,13.0,2020-09-13 00:00:00.000000,rainy,21.5,16.7,26.6,70.4,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
67.0,2020.0,9,14.0,2020-09-14 00:00:00.000000,rainy,21.3,17.6,24.9,79.3,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
68.0,2020.0,9,15.0,2020-09-15 00:00:00.000000,rainy,23.0,18.9,27.7,76.4,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
69.0,2020.0,9,16.0,2020-09-16 00:00:00.000000,rainy,22.5,21.3,24.9,79.9,0.3,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
70.0,2020.0,9,17.0,2020-09-17 00:00:00.000000,rainy,21.3,20.1,23.6,70.3,0.0,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
71.0,2020.0,9,18.0,2020-09-18 00:00:00.000000,rainy,21.5,18.1,25.8,62.0,0.0,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
72.0,2020.0,9,19.0,2020-09-19 00:00:00.000000,rainy,21.2,17.6,26.2,59.3,0.3,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
73.0,2020.0,9,20.0,2020-09-20 00:00:00.000000,rainy,19.7,15.6,24.9,57.6,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
74.0,2020.0,9,21.0,2020-09-21 00:00:00.000000,rainy,19.1,13.6,25.3,56.1,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
75.0,2020.0,9,22.0,2020-09-22 00:00:00.000000,rainy,20.2,15.5,25.6,55.3,0.0,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
76.0,2020.0,9,23.0,2020-09-23 00:00:00.000000,rainy,19.2,15.2,23.8,59.9,0.0,3.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
77.0,2020.0,9,24.0,2020-09-24 00:00:00.000000,rainy,20.6,16.8,25.4,59.6,0.0,3.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
78.0,2020.0,9,25.0,2020-09-25 00:00:00.000000,rainy,20.1,16.6,25.4,64.1,0.0,2.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
79.0,2020.0,9,26.0,2020-09-26 00:00:00.000000,rainy,19.3,14.8,24.8,62.5,0.0,2.4,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
80.0,2020.0,9,27.0,2020-09-27 00:00:00.000000,rainy,20.4,14.9,25.8,63.3,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
81.0,2020.0,9,28.0,2020-09-28 00:00:00.000000,rainy,20.7,15.7,26.5,66.0,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
82.0,2020.0,9,29.0,2020-09-29 00:00:00.000000,rainy,19.6,15.3,23.9,67.6,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
83.0,2020.0,9,30.0,2020-09-30 00:00:00.000000,rainy,19.6,16.2,25.7,78.0,38.3,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
84.0,2020.0,10,1.0,2020-10-01 00:00:00.000000,dry,18.8,15.6,23.6,74.9,0.0,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
85.0,2020.0,10,2.0,2020-10-02 00:00:00.000000,dry,19.2,16.3,21.9,79.6,0.0,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
86.0,2020.0,10,3.0,2020-10-03 00:00:00.000000,dry,19.9,18.3,23.2,72.5,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
87.0,2020.0,10,4.0,2020-10-04 00:00:00.000000,dry,16.6,10.6,21.8,65.1,0.0,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
88.0,2020.0,10,5.0,2020-10-05 00:00:00.000000,dry,13.3,8.5,18.4,57.3,0.0,2.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
89.0,2020.0,10,6.0,2020-10-06 00:00:00.000000,dry,14.2,9.3,19.7,55.9,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
90.0,2020.0,10,7.0,2020-10-07 00:00:00.000000,dry,16.0,9.9,22.0,48.9,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
91.0,2020.0,10,8.0,2020-10-08 00:00:00.000000,dry,17.2,12.1,23.1,53.0,0.0,3.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
92.0,2020.0,10,9.0,2020-10-09 00:00:00.000000,dry,17.2,12.4,23.3,53.4,0.0,3.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
93.0,2020.0,10,10.0,2020-10-10 00:00:00.000000,dry,16.9,12.3,21.5,60.1,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
94.0,2020.0,10,11.0,2020-10-11 00:00:00.000000,dry,16.9,12.7,20.8,68.5,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
95.0,2020.0,10,12.0,2020-10-12 00:00:00.000000,dry,16.2,12.1,21.3,68.6,0.0,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
96.0,2020.0,10,13.0,2020-10-13 00:00:00.000000,dry,13.6,8.6,18.4,52.3,0.0,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
97.0,2020.0,10,14.0,2020-10-14 00:00:00.000000,dry,12.8,8.5,18.0,47.0,0.0,2.4,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
98.0,2020.0,10,15.0,2020-10-15 00:00:00.000000,dry,11.7,6.5,18.5,41.8,0.0,1.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
99.0,2020.0,10,16.0,2020-10-16 00:00:00.000000,dry,11.8,8.6,15.4,64.3,0.0,1.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
100.0,2020.0,10,17.0,2020-10-17 00:00:00.000000,dry,13.1,8.7,18.6,64.3,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
101.0,2020.0,10,18.0,2020-10-18 00:00:00.000000,dry,13.6,7.2,20.2,65.5,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
102.0,2020.0,10,19.0,2020-10-19 00:00:00.000000,dry,15.1,9.8,21.3,74.4,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
103.0,2020.0,10,20.0,2020-10-20 00:00:00.000000,dry,15.2,9.9,21.7,67.1,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
104.0,2020.0,10,21.0,2020-10-21 00:00:00.000000,dry,14.1,11.8,17.3,69.4,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
105.0,2020.0,10,22.0,2020-10-22 00:00:00.000000,dry,13.5,8.4,18.2,66.0,0.0,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
106.0,2020.0,10,23.0,2020-10-23 00:00:00.000000,dry,8.6,5.4,13.3,51.5,0.0,3.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
107.0,2020.0,10,24.0,2020-10-24 00:00:00.000000,dry,8.7,3.2,14.0,47.6,0.0,2.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
108.0,2020.0,10,25.0,2020-10-25 00:00:00.000000,dry,11.8,5.4,18.2,62.5,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
109.0,2020.0,10,26.0,2020-10-26 00:00:00.000000,dry,12.9,8.0,19.0,71.6,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
110.0,2020.0,10,27.0,2020-10-27 00:00:00.000000,dry,14.0,9.0,19.4,74.1,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
111.0,2020.0,10,28.0,2020-10-28 00:00:00.000000,dry,13.8,8.6,18.2,52.1,0.0,2.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
112.0,2020.0,10,29.0,2020-10-29 00:00:00.000000,dry,10.8,5.5,16.1,40.3,0.0,2.0,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
113.0,2020.0,10,30.0,2020-10-30 00:00:00.000000,dry,11.9,5.8,19.6,42.9,0.0,1.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
114.0,2020.0,10,31.0,2020-10-31 00:00:00.000000,dry,13.6,8.5,18.2,60.3,0.0,2.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
115.0,2020.0,11,1.0,2020-11-01 00:00:00.000000,dry,13.7,11.6,15.0,84.3,13.6,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
116.0,2020.0,11,2.0,2020-11-02 00:00:00.000000,dry,10.8,7.9,15.6,58.3,1.7,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
117.0,2020.0,11,3.0,2020-11-03 00:00:00.000000,dry,5.1,2.7,8.6,47.5,0.5,3.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
118.0,2020.0,11,4.0,2020-11-04 00:00:00.000000,dry,4.9,0.2,10.8,43.9,0.0,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
119.0,2020.0,11,5.0,2020-11-05 00:00:00.000000,dry,9.6,3.4,15.9,61.5,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
120.0,2020.0,11,6.0,2020-11-06 00:00:00.000000,dry,13.5,9.9,17.2,63.3,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
121.0,2020.0,11,7.0,2020-11-07 00:00:00.000000,dry,14.6,12.2,18.1,68.8,0.1,2.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
122.0,2020.0,11,8.0,2020-11-08 00:00:00.000000,dry,8.5,3.1,12.4,43.8,0.0,3.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
123.0,2020.0,11,9.0,2020-11-09 00:00:00.000000,dry,5.5,0.7,8.9,40.9,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
124.0,2020.0,11,10.0,2020-11-10 00:00:00.000000,dry,7.7,3.5,12.9,56.1,0.0,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
125.0,2020.0,11,11.0,2020-11-11 00:00:00.000000,dry,9.3,3.5,16.5,53.5,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
126.0,2020.0,11,12.0,2020-11-12 00:00:00.000000,dry,10.4,4.6,17.7,56.9,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
127.0,2020.0,11,13.0,2020-11-13 00:00:00.000000,dry,12.2,8.5,17.6,71.5,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
128.0,2020.0,11,14.0,2020-11-14 00:00:00.000000,dry,12.5,6.8,19.3,66.9,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
129.0,2020.0,11,15.0,2020-11-15 00:00:00.000000,dry,11.1,8.2,14.9,75.0,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
130.0,2020.0,11,16.0,2020-11-16 00:00:00.000000,dry,12.4,7.5,18.3,70.1,0.0,1.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
131.0,2020.0,11,17.0,2020-11-17 00:00:00.000000,dry,15.9,11.7,20.0,67.5,0.1,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
132.0,2020.0,11,18.0,2020-11-18 00:00:00.000000,dry,16.6,14.8,18.7,91.4,12.2,2.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
133.0,2020.0,11,19.0,2020-11-19 00:00:00.000000,dry,13.6,6.9,19.1,90.5,86.9,4.2,1,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
134.0,2020.0,11,20.0,2020-11-20 00:00:00.000000,dry,2.8,0.3,7.0,74.3,0.0,3.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
135.0,2020.0,11,21.0,2020-11-21 00:00:00.000000,dry,6.5,-0.3,12.8,67.9,0.2,2.1,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
136.0,2020.0,11,22.0,2020-11-22 00:00:00.000000,dry,5.6,1.5,9.1,80.5,4.8,2.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
137.0,2020.0,11,23.0,2020-11-23 00:00:00.000000,dry,1.7,-1.5,5.9,61.4,0.0,2.3,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
138.0,2020.0,11,24.0,2020-11-24 00:00:00.000000,dry,2.9,0.2,6.4,54.5,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
139.0,2020.0,11,25.0,2020-11-25 00:00:00.000000,dry,4.6,0.0,9.5,64.1,0.0,1.5,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
140.0,2020.0,11,26.0,2020-11-26 00:00:00.000000,dry,5.6,1.9,10.9,66.5,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
141.0,2020.0,11,27.0,2020-11-27 00:00:00.000000,dry,4.1,0.6,7.7,61.6,0.0,2.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
142.0,2020.0,11,28.0,2020-11-28 00:00:00.000000,dry,-0.1,-2.3,2.8,50.0,0.0,2.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
143.0,2020.0,11,29.0,2020-11-29 00:00:00.000000,dry,-0.6,-3.6,2.6,59.6,0.0,2.2,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
144.0,2020.0,11,30.0,2020-11-30 00:00:00.000000,dry,-0.2,-3.6,4.3,57.8,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
145.0,2020.0,12,1.0,2020-12-01 00:00:00.000000,dry,1.1,-3.6,6.7,44.5,0.0,1.9,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
146.0,2020.0,12,2.0,2020-12-02 00:00:00.000000,dry,2.4,0.5,6.1,41.4,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
147.0,2020.0,12,3.0,2020-12-03 00:00:00.000000,dry,0.7,-2.3,4.2,47.1,0.0,2.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
148.0,2020.0,12,4.0,2020-12-04 00:00:00.000000,dry,-0.6,-4.6,4.4,53.8,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
149.0,2020.0,12,5.0,2020-12-05 00:00:00.000000,dry,2.1,-2.2,6.6,63.1,0.0,1.7,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
150.0,2020.0,12,6.0,2020-12-06 00:00:00.000000,dry,4.5,1.2,9.1,66.9,0.0,1.8,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
151.0,2020.0,12,7.0,2020-12-07 00:00:00.000000,dry,3.4,-0.7,6.3,57.5,0.0,2.6,0,0.0,ASOS_DAILY,2025-07-10 05:15:19,,,,
