tm,ta,rn,ws,wd,hm,pa
2025-06-24 23:00:00,20.7,0.9,3.6,50.0,88,997.4
2025-06-25 00:00:00,20.6,0.0,4.5,50.0,83,996.9
2025-06-25 02:00:00,21.2,0.0,2.7,50.0,75,996.2
2025-06-25 03:00:00,20.1,1.2,4.1,50.0,83,995.9
2025-06-25 04:00:00,19.5,0.4,3.4,70.0,86,995.4
2025-06-25 05:00:00,20.0,0.0,4.1,50.0,81,995.5
2025-06-25 06:00:00,20.1,0.0,2.9,50.0,81,995.4
2025-06-25 07:00:00,20.5,0.0,3.1,50.0,83,995.5
2025-06-25 08:00:00,20.2,0.5,2.7,50.0,90,996.0
2025-06-25 09:00:00,20.1,0.3,2.8,50.0,91,996.2
2025-06-25 10:00:00,20.3,0.2,2.3,50.0,94,996.2
2025-06-25 11:00:00,20.7,0.3,2.7,50.0,93,995.9
2025-06-25 12:00:00,20.8,0.0,2.5,50.0,91,995.8
2025-06-25 13:00:00,21.6,0.0,3.1,50.0,87,995.7
2025-06-25 14:00:00,22.0,0.0,2.8,50.0,86,995.5
2025-06-25 15:00:00,21.9,0.1,2.7,50.0,89,995.4
2025-06-25 16:00:00,22.0,0.4,1.7,50.0,93,995.4
2025-06-25 17:00:00,21.9,0.2,1.8,50.0,91,995.2
2025-06-25 18:00:00,21.8,0.4,2.1,50.0,92,995.1
2025-06-25 19:00:00,21.5,2.2,2.0,50.0,95,995.3
2025-06-25 20:00:00,21.3,1.6,1.1,140.0,93,995.8
2025-06-25 21:00:00,21.2,0.2,1.5,200.0,91,996.5
2025-06-26 02:00:00,20.6,0.0,1.0,180.0,92,997.6
2025-06-26 04:00:00,20.3,0.7,2.0,200.0,96,997.6
2025-06-26 05:00:00,19.9,0.4,3.0,250.0,94,997.8
2025-06-26 06:00:00,20.0,0.0,2.4,270.0,95,998.1
2025-06-26 16:00:00,22.9,0.0,1.9,250.0,81,998.5
2025-06-27 04:00:00,21.2,0.0,0.6,360.0,89,998.1
2025-06-27 09:00:00,22.7,0.0,0.6,270.0,86,999.1
2025-06-27 10:00:00,23.1,0.0,1.0,270.0,84,999.3
2025-06-27 11:00:00,23.4,0.0,1.5,340.0,83,999.2
2025-06-27 12:00:00,24.4,0.0,0.6,20.0,79,998.9
2025-06-27 14:00:00,26.5,0.0,2.7,50.0,74,997.6
2025-06-28 02:00:00,25.3,0.0,0.9,20.0,80,997.8
2025-06-28 03:00:00,25.1,0.0,0.7,50.0,84,997.5
2025-06-28 04:00:00,24.8,0.0,0.6,50.0,86,997.5
2025-06-28 05:00:00,24.6,0.0,1.5,50.0,86,997.3
2025-06-28 06:00:00,24.6,0.1,1.3,50.0,88,997.5
2025-06-28 07:00:00,24.5,0.3,1.2,20.0,91,997.7
2025-06-28 08:00:00,24.7,0.2,1.4,20.0,90,997.8
2025-06-28 09:00:00,25.0,0.0,1.4,50.0,90,997.7
2025-06-28 10:00:00,25.9,0.0,1.1,160.0,88,997.1
2025-06-28 14:00:00,27.5,0.0,1.3,270.0,83,996.4
2025-06-29 05:00:00,25.0,0.0,2.3,180.0,89,996.9
2025-06-29 10:00:00,26.3,0.0,2.6,200.0,80,998.2
2025-07-01 05:00:00,26.7,0.0,2.9,200.0,84,1001.5
2025-07-01 06:00:00,26.5,0.0,2.0,230.0,87,1001.8
2025-07-01 07:00:00,26.4,0.1,2.4,200.0,91,1002.0
2025-07-01 08:00:00,26.4,0.8,3.1,200.0,91,1002.2
2025-07-01 09:00:00,27.0,0.0,2.7,200.0,88,1002.2
2025-07-01 10:00:00,28.1,0.0,2.9,180.0,83,1002.5
2025-07-01 11:00:00,29.1,0.0,2.8,230.0,78,1002.3
2025-07-02 15:00:00,30.2,0.0,3.6,270.0,69,1001.7
2025-07-03 12:00:00,28.5,0.0,2.9,230.0,75,1000.4
2025-07-04 11:00:00,27.3,0.0,3.2,180.0,75,997.5
2025-07-04 12:00:00,27.0,0.0,2.8,180.0,76,997.1
2025-07-04 13:00:00,27.4,0.0,4.1,180.0,74,996.8
2025-07-04 16:00:00,28.9,0.0,3.8,230.0,71,995.3
2025-07-04 17:00:00,28.6,0.0,3.9,230.0,74,995.0
2025-07-08 19:00:00,27.9,6.4,6.3,230.0,80,996.6
2025-07-08 20:00:00,27.2,4.9,1.4,160.0,81,997.3
2025-07-08 21:00:00,27.4,0.5,2.2,20.0,87,997.6
2025-07-08 22:00:00,27.8,0.0,0.9,50.0,84,998.2
